inventory_id,product_id,supplier_id,warehouse,stock_quantity,reorder_level,last_updated,inventory_status
INV01034,PRD00151,SUP0098,Hyderabad WH,706,188,04-07-2025,Out of Stock
INV01035,PRD01958,SUP0098,Hyderabad WH,468,160,05-05-2025,available
INV01036,PRD01170,SUP0314,Delhi WH,705,175,25-08-2025,Available
INV01037,PRD01943,SUP0426,Bengaluru WH,368,109,22-06-2025,Available
INV01038,PRD00940,SUP0286,Chennai WH,542,101,11-08-2025,Low Stock
INV01039,PRD00871,SUP0396,Delhi WH,935,122,23-09-2025,Low Stock
INV01040,PRD01568,SUP0108,Chennai WH,342,59,26-04-2025,available
INV01041,PRD01832,SUP0157,Hyderabad WH,37,96,24-01-2025,available
INV01042,PRD00794,SUP0294,Delhi WH,600,20,13-08-2025,Available
INV01043,PRD00881,SUP0261,Mumbai WH,137,26,01-12-2025,Low Stock
INV01044,PRD01089,SUP0372,Bengaluru WH,121,86,02-07-2025,Available
INV01045,PRD00162,SUP0410,Delhi WH,657,41,27-11-2025,Out of Stock
INV01046,PRD00089,SUP0083,Bengaluru WH,760,110,28-09-2025,Out of Stock
INV01047,PRD00501,SUP0456,Mumbai WH,828,145,19-08-2025,Out of Stock
INV01048,PRD01661,SUP0435,Hyderabad WH,249,83,16-09-2025,available
INV01049,PRD01437,SUP0306,Delhi WH,724,165,17-02-2025,Available
INV01050,PRD01540,SUP0436,Bengaluru WH,528,60,27-06-2025,Available
INV01051,PRD00532,SUP0411,Delhi WH,454,188,16-10-2025,available
INV01052,PRD00683,SUP0234,Hyderabad WH,465,25,25-06-2025,available
INV01053,PRD00514,SUP0133,Chennai WH,721,198,21-11-2025,Out of Stock
INV01054,PRD00598,SUP0062,Chennai WH,434,23,09-09-2025,Low Stock
INV01055,PRD00009,SUP0442,Delhi WH,495,49,06-04-2025,Low Stock
INV01056,PRD00112,SUP0075,Hyderabad WH,864,38,13-06-2025,available
INV01057,PRD00046,SUP0302,Hyderabad WH,498,104,04-10-2025,available
INV01058,PRD00765,SUP0308,Hyderabad WH,914,104,07-12-2025,Available
INV01059,PRD00388,SUP0338,Hyderabad WH,686,187,21-07-2025,Out of Stock
INV01060,PRD01401,SUP0359,Mumbai WH,806,110,14-03-2025,Available
INV01061,PRD01129,SUP0398,Mumbai WH,950,91,13-12-2025,Available
INV01062,PRD00519,SUP0466,Bengaluru WH,896,86,23-07-2025,available
INV01063,PRD00490,SUP0350,Chennai WH,188,131,14-09-2025,Low Stock
INV01064,PRD00260,SUP0439,Chennai WH,624,29,10-04-2025,Low Stock
INV01065,PRD00725,SUP0245,Hyderabad WH,710,133,11-02-2025,Out of Stock
INV01066,PRD01266,SUP0031,Hyderabad WH,68,112,14-02-2025,available
INV01067,PRD00974,SUP0278,Mumbai WH,250,22,20-08-2025,Low Stock
INV01068,PRD01140,SUP0140,Hyderabad WH,557,191,14-07-2025,Available
INV01069,PRD00907,SUP0392,Delhi WH,912,151,18-12-2025,Out of Stock
INV01070,PRD00250,SUP0180,Chennai WH,99,48,28-03-2025,Out of Stock
INV01071,PRD01021,SUP0204,Delhi WH,241,69,12-06-2025,Out of Stock
INV01072,PRD00494,SUP0304,Bengaluru WH,781,75,19-07-2025,available
INV01073,PRD00538,SUP0177,Bengaluru WH,818,89,04-10-2025,Out of Stock
INV01074,PRD00513,SUP0398,Chennai WH,64,94,03-08-2025,Low Stock
INV01075,PRD00714,SUP0471,Bengaluru WH,352,198,13-02-2025,Out of Stock
INV01076,PRD00184,SUP0091,Delhi WH,231,119,01-02-2025,available
INV01077,PRD01335,SUP0110,Bengaluru WH,146,47,22-11-2025,Available
INV01078,PRD00150,SUP0194,Hyderabad WH,701,112,17-04-2025,Low Stock
INV01079,PRD00218,SUP0289,Delhi WH,135,127,12-04-2025,available
INV01080,PRD00128,SUP0204,Hyderabad WH,995,30,05-07-2025,Available
INV01081,PRD01956,SUP0094,Mumbai WH,362,62,09-06-2025,Available
INV01082,PRD00052,SUP0407,Bengaluru WH,163,149,19-08-2025,Out of Stock
INV01083,PRD01786,SUP0251,Bengaluru WH,369,84,06-12-2025,available
INV01084,PRD01191,SUP0379,Delhi WH,810,43,21-12-2025,available
INV01085,PRD00573,SUP0169,Hyderabad WH,875,138,24-11-2025,Out of Stock
INV01086,PRD00530,SUP0181,Hyderabad WH,864,137,15-03-2025,Low Stock
INV01087,PRD00662,SUP0482,Mumbai WH,524,99,15-05-2025,available
INV01088,PRD01230,SUP0121,Hyderabad WH,348,100,27-09-2025,Out of Stock
INV01089,PRD01834,SUP0388,Mumbai WH,78,57,11-09-2025,Low Stock
INV01090,PRD01575,SUP0276,Delhi WH,665,160,13-08-2025,Low Stock
INV01091,PRD01992,SUP0372,Delhi WH,164,58,12-09-2025,Out of Stock
INV01092,PRD00972,SUP0354,Delhi WH,182,119,16-08-2025,Low Stock
INV01093,PRD01886,SUP0242,Hyderabad WH,753,170,16-05-2025,Out of Stock
INV01094,PRD01665,SUP0012,Bengaluru WH,223,100,16-10-2025,Low Stock
INV01095,PRD00648,SUP0203,Mumbai WH,948,109,15-11-2025,Low Stock
INV01096,PRD00842,SUP0343,Hyderabad WH,435,131,27-09-2025,Out of Stock
INV01097,PRD01568,SUP0303,Hyderabad WH,560,136,11-08-2025,Low Stock
INV01098,PRD01050,SUP0257,Hyderabad WH,327,177,08-02-2025,Available
INV01099,PRD01083,SUP0197,Delhi WH,133,24,22-06-2025,Available
INV01100,PRD00930,SUP0032,Mumbai WH,968,173,12-06-2025,available
INV01101,PRD01330,SUP0343,Delhi WH,539,70,27-10-2025,Available
INV01102,PRD01340,SUP0500,Hyderabad WH,860,52,12-07-2025,available
INV01103,PRD00525,SUP0021,Hyderabad WH,524,162,10-09-2025,available
INV01104,PRD00175,SUP0167,Hyderabad WH,584,44,23-01-2025,available
INV01105,PRD01471,SUP0194,Hyderabad WH,758,126,28-05-2025,Low Stock
INV01106,PRD00997,SUP0340,Bengaluru WH,930,96,22-04-2025,Available
INV01107,PRD01510,SUP0035,Bengaluru WH,710,148,13-09-2025,Out of Stock
INV01108,PRD01571,SUP0129,Bengaluru WH,842,31,17-03-2025,Available
INV01109,PRD00986,SUP0074,Chennai WH,203,197,09-06-2025,available
INV01110,PRD01525,SUP0238,Mumbai WH,222,180,28-04-2025,available
INV01111,PRD00476,SUP0307,Hyderabad WH,211,37,17-05-2025,Low Stock
INV01112,PRD00033,SUP0087,Mumbai WH,768,150,22-06-2025,Available
INV01113,PRD01251,SUP0439,Chennai WH,531,80,02-06-2025,Low Stock
INV01114,PRD01866,SUP0372,Mumbai WH,488,109,06-08-2025,Out of Stock
INV01115,PRD00891,SUP0150,Mumbai WH,488,67,26-05-2025,Available
INV01116,PRD01163,SUP0105,Bengaluru WH,945,169,06-04-2025,available
INV01117,PRD00294,SUP0369,Chennai WH,464,154,01-06-2025,Available
INV01118,PRD01212,SUP0202,Chennai WH,879,191,07-10-2025,Low Stock
INV01119,PRD01320,SUP0347,Hyderabad WH,501,155,25-07-2025,Low Stock
INV01120,PRD00313,SUP0053,Hyderabad WH,718,58,14-02-2025,Available
INV01121,PRD01887,SUP0470,Chennai WH,111,81,13-10-2025,Out of Stock
INV01122,PRD01178,SUP0484,Bengaluru WH,716,144,26-08-2025,Low Stock
INV01123,PRD00435,SUP0224,Bengaluru WH,352,148,20-05-2025,Low Stock
INV01124,PRD00465,SUP0282,Bengaluru WH,963,164,09-04-2025,Low Stock
INV01125,PRD00408,SUP0064,Hyderabad WH,957,179,17-07-2025,Low Stock
INV01126,PRD00583,SUP0126,Mumbai WH,896,52,25-09-2025,Out of Stock
INV01127,PRD01094,SUP0023,Chennai WH,826,54,02-07-2025,available
INV01128,PRD01968,SUP0237,Delhi WH,19,98,18-05-2025,available
INV01129,PRD00302,SUP0008,Hyderabad WH,584,41,20-11-2025,Low Stock
INV01130,PRD01010,SUP0313,Delhi WH,575,136,27-05-2025,Out of Stock
INV01131,PRD01964,SUP0046,Mumbai WH,562,185,24-12-2025,Low Stock
INV01132,PRD00821,SUP0042,Mumbai WH,813,73,01-09-2025,Low Stock
INV01133,PRD00499,SUP0034,Bengaluru WH,890,82,19-07-2025,Available
INV01134,PRD00435,SUP0492,Chennai WH,980,62,06-07-2025,Out of Stock
INV01135,PRD01425,SUP0478,Chennai WH,107,128,02-10-2025,Out of Stock
INV01136,PRD00842,SUP0474,Delhi WH,377,180,22-12-2025,Available
INV01137,PRD01366,SUP0121,Chennai WH,399,193,10-06-2025,Low Stock
INV01138,PRD00491,SUP0326,Chennai WH,190,175,28-12-2025,Low Stock
INV01139,PRD00799,SUP0233,Mumbai WH,580,85,02-06-2025,Available
INV01140,PRD00652,SUP0358,Chennai WH,703,178,14-07-2025,available
INV01141,PRD00079,SUP0356,Chennai WH,869,137,12-12-2025,Available
INV01142,PRD01725,SUP0147,Delhi WH,993,171,05-05-2025,Out of Stock
INV01143,PRD00254,SUP0360,Bengaluru WH,47,40,15-09-2025,available
INV01144,PRD00236,SUP0339,Chennai WH,833,144,21-11-2025,available
INV01145,PRD00815,SUP0207,Hyderabad WH,0,107,15-10-2025,Out of Stock
INV01146,PRD01013,SUP0282,Mumbai WH,984,184,13-09-2025,available
INV01147,PRD01270,SUP0305,Delhi WH,680,20,06-06-2025,Available
INV01148,PRD01730,SUP0032,Mumbai WH,905,54,23-03-2025,Available
INV01149,PRD00955,SUP0099,Chennai WH,786,194,08-11-2025,Out of Stock
INV01150,PRD01456,SUP0301,Bengaluru WH,235,134,26-03-2025,Available
INV01151,PRD01698,SUP0086,Mumbai WH,643,157,18-06-2025,available
INV01152,PRD00448,SUP0157,Mumbai WH,460,94,02-03-2025,available
INV01153,PRD00925,SUP0246,Delhi WH,895,30,21-07-2025,Out of Stock
INV01154,PRD00461,SUP0408,Chennai WH,800,190,25-12-2025,Low Stock
INV01155,PRD01294,SUP0329,Hyderabad WH,553,199,05-08-2025,available
INV01156,PRD00937,SUP0336,Bengaluru WH,824,108,20-11-2025,Available
INV01157,PRD00045,SUP0091,Chennai WH,201,129,18-06-2025,available
INV01158,PRD01513,SUP0380,Delhi WH,371,80,26-06-2025,Available
INV01159,PRD00303,SUP0133,Hyderabad WH,526,86,14-01-2025,available
INV01160,PRD00271,SUP0382,Mumbai WH,638,50,23-01-2025,Available
INV01161,PRD00398,SUP0394,Bengaluru WH,426,155,07-03-2025,Available
INV01162,PRD00651,SUP0341,Mumbai WH,159,99,18-07-2025,available
INV01163,PRD01965,SUP0008,Delhi WH,736,120,17-02-2025,Available
INV01164,PRD00755,SUP0432,Delhi WH,348,34,15-07-2025,Low Stock
INV01165,PRD00888,SUP0267,Mumbai WH,519,113,15-09-2025,Low Stock
INV01166,PRD00032,SUP0365,Bengaluru WH,317,48,27-03-2025,Low Stock
INV01167,PRD00483,SUP0403,Delhi WH,859,39,04-10-2025,available
INV01168,PRD00661,SUP0431,Delhi WH,152,151,14-02-2025,available
INV01169,PRD00827,SUP0114,Bengaluru WH,117,115,08-01-2025,Low Stock
INV01170,PRD00170,SUP0041,Bengaluru WH,23,86,14-09-2025,Low Stock
INV01171,PRD01111,SUP0387,Bengaluru WH,802,68,19-04-2025,Available
INV01172,PRD01555,SUP0301,Mumbai WH,559,116,20-07-2025,Out of Stock
INV01173,PRD01526,SUP0384,Hyderabad WH,986,178,15-11-2025,Available
INV01174,PRD01804,SUP0344,Mumbai WH,742,105,26-09-2025,Out of Stock
INV01175,PRD01014,SUP0087,Bengaluru WH,807,23,25-06-2025,Out of Stock
INV01176,PRD01736,SUP0168,Delhi WH,221,191,20-05-2025,Out of Stock
INV01177,PRD00266,SUP0228,Hyderabad WH,112,114,19-03-2025,available
INV01178,PRD00640,SUP0337,Chennai WH,761,192,10-04-2025,available
INV01179,PRD00686,SUP0205,Hyderabad WH,859,160,25-06-2025,available
INV01180,PRD01854,SUP0355,Bengaluru WH,982,82,19-04-2025,Out of Stock
INV01181,PRD00115,SUP0005,Hyderabad WH,382,37,18-09-2025,Low Stock
INV01182,PRD01985,SUP0097,Delhi WH,522,173,10-05-2025,Available
INV01183,PRD00813,SUP0038,Mumbai WH,29,181,02-10-2025,Available
INV01184,PRD01029,SUP0467,Hyderabad WH,998,161,14-02-2025,Low Stock
INV01185,PRD01294,SUP0396,Delhi WH,622,122,26-07-2025,Out of Stock
INV01186,PRD01579,SUP0433,Mumbai WH,69,107,08-03-2025,available
INV01187,PRD00088,SUP0071,Mumbai WH,449,118,07-12-2025,Out of Stock
INV01188,PRD01612,SUP0231,Bengaluru WH,644,117,27-11-2025,Available
INV01189,PRD01026,SUP0451,Delhi WH,943,121,21-05-2025,Out of Stock
INV01190,PRD00900,SUP0221,Delhi WH,405,175,17-03-2025,Available
INV01191,PRD01744,SUP0483,Bengaluru WH,661,22,04-09-2025,available
INV01192,PRD00094,SUP0225,Bengaluru WH,517,164,08-03-2025,Available
INV01193,PRD00462,SUP0132,Chennai WH,201,132,28-12-2025,available
INV01194,PRD01071,SUP0146,Mumbai WH,463,177,11-11-2025,Out of Stock
INV01195,PRD00495,SUP0022,Hyderabad WH,820,76,02-05-2025,available
INV01196,PRD00435,SUP0475,Mumbai WH,820,89,24-12-2025,available
INV01197,PRD01465,SUP0250,Chennai WH,127,77,01-03-2025,available
INV01198,PRD00086,SUP0327,Chennai WH,664,176,06-10-2025,Available
INV01199,PRD01125,SUP0001,Bengaluru WH,665,180,13-08-2025,available
INV01200,PRD01587,SUP0298,Delhi WH,155,179,08-05-2025,Low Stock
INV01201,PRD00545,SUP0142,Chennai WH,227,67,07-10-2025,available
INV01202,PRD01389,SUP0029,Bengaluru WH,60,48,27-03-2025,available
INV01203,PRD00607,SUP0302,Chennai WH,856,196,18-04-2025,Available
INV01204,PRD01207,SUP0011,Mumbai WH,217,144,27-03-2025,available
INV01205,PRD00512,SUP0299,Hyderabad WH,74,86,25-01-2025,Low Stock
INV01206,PRD01182,SUP0247,Hyderabad WH,828,129,17-06-2025,available
INV01207,PRD00973,SUP0291,Hyderabad WH,678,59,08-12-2025,available
INV01208,PRD00172,SUP0172,Mumbai WH,469,175,13-10-2025,available
INV01209,PRD00313,SUP0246,Bengaluru WH,600,86,20-03-2025,Available
INV01210,PRD01041,SUP0002,Bengaluru WH,198,54,09-11-2025,Available
INV01211,PRD01819,SUP0287,Mumbai WH,779,81,26-05-2025,Out of Stock
INV01212,PRD00706,SUP0435,Delhi WH,755,189,22-04-2025,Available
INV01213,PRD01989,SUP0452,Chennai WH,461,97,23-02-2025,Low Stock
INV01214,PRD01674,SUP0213,Chennai WH,613,123,10-02-2025,Low Stock
INV01215,PRD00405,SUP0313,Mumbai WH,743,134,13-05-2025,available
INV01216,PRD01900,SUP0393,Chennai WH,172,142,15-06-2025,Low Stock
INV01217,PRD00423,SUP0336,Mumbai WH,526,103,18-02-2025,available
INV01218,PRD00488,SUP0096,Chennai WH,316,95,01-01-2025,available
INV01219,PRD00632,SUP0295,Delhi WH,594,25,20-03-2025,Low Stock
INV01220,PRD00473,SUP0110,Mumbai WH,67,170,09-03-2025,available
INV01221,PRD00971,SUP0208,Bengaluru WH,279,40,04-08-2025,available
INV01222,PRD01034,SUP0053,Mumbai WH,730,163,04-12-2025,Out of Stock
INV01223,PRD00991,SUP0466,Hyderabad WH,754,124,21-12-2025,Out of Stock
INV01224,PRD00348,SUP0172,Hyderabad WH,271,110,02-10-2025,available
INV01225,PRD00087,SUP0405,Delhi WH,557,163,13-02-2025,Low Stock
INV01226,PRD00693,SUP0259,Chennai WH,714,200,06-09-2025,available
INV01227,PRD00233,SUP0415,Bengaluru WH,716,116,07-01-2025,Out of Stock
INV01228,PRD01958,SUP0480,Delhi WH,15,110,20-10-2025,Low Stock
INV01229,PRD00782,SUP0395,Bengaluru WH,222,26,17-10-2025,Low Stock
INV01230,PRD01798,SUP0402,Hyderabad WH,849,81,08-02-2025,Available
INV01231,PRD00366,SUP0192,Chennai WH,477,24,15-12-2025,Low Stock
INV01232,PRD00006,SUP0420,Chennai WH,306,170,28-01-2025,Low Stock
INV01233,PRD00578,SUP0401,Hyderabad WH,572,171,16-01-2025,available
INV01234,PRD00093,SUP0333,Chennai WH,946,58,09-07-2025,Low Stock
INV01235,PRD01706,SUP0406,Mumbai WH,681,189,07-07-2025,Out of Stock
INV01236,PRD00741,SUP0480,Bengaluru WH,193,111,19-04-2025,Out of Stock
INV01237,PRD01697,SUP0320,Mumbai WH,420,91,25-04-2025,Available
INV01238,PRD00392,SUP0163,Chennai WH,43,157,22-01-2025,Low Stock
INV01239,PRD00616,SUP0069,Chennai WH,285,34,01-05-2025,Available
INV01240,PRD01885,SUP0151,Hyderabad WH,563,173,27-12-2025,Available
INV01241,PRD01038,SUP0328,Chennai WH,88,149,03-08-2025,available
INV01242,PRD00839,SUP0024,Hyderabad WH,251,133,12-09-2025,available
INV01243,PRD01555,SUP0400,Chennai WH,707,120,18-03-2025,Low Stock
INV01244,PRD00386,SUP0177,Hyderabad WH,98,141,25-06-2025,Low Stock
INV01245,PRD01905,SUP0060,Delhi WH,352,142,17-05-2025,available
INV01246,PRD00680,SUP0463,Mumbai WH,898,167,09-09-2025,Low Stock
INV01247,PRD00398,SUP0199,Mumbai WH,626,121,15-04-2025,Out of Stock
INV01248,PRD01289,SUP0040,Hyderabad WH,657,80,12-01-2025,Out of Stock
INV01249,PRD01685,SUP0446,Chennai WH,758,57,27-01-2025,Low Stock
INV01250,PRD01425,SUP0268,Delhi WH,571,88,21-10-2025,available
INV01251,PRD00518,SUP0364,Bengaluru WH,286,113,01-10-2025,available
INV01252,PRD00455,SUP0212,Delhi WH,432,98,12-12-2025,Low Stock
INV01253,PRD01749,SUP0021,Hyderabad WH,333,67,11-03-2025,Out of Stock
INV01254,PRD01763,SUP0059,Bengaluru WH,956,126,14-12-2025,Out of Stock
INV01255,PRD01207,SUP0478,Mumbai WH,404,150,26-02-2025,Available
INV01256,PRD01642,SUP0207,Bengaluru WH,566,134,07-10-2025,Out of Stock
INV01257,PRD00194,SUP0389,Bengaluru WH,358,31,18-06-2025,Out of Stock
INV01258,PRD01688,SUP0101,Mumbai WH,858,26,21-03-2025,available
INV01259,PRD01877,SUP0094,Delhi WH,599,150,23-04-2025,available
INV01260,PRD01365,SUP0346,Chennai WH,241,79,13-07-2025,Low Stock
INV01261,PRD00579,SUP0257,Hyderabad WH,322,106,18-06-2025,Low Stock
INV01262,PRD01539,SUP0060,Chennai WH,529,137,06-08-2025,Low Stock
INV01263,PRD00631,SUP0239,Bengaluru WH,952,59,20-09-2025,Low Stock
INV01264,PRD00831,SUP0187,Bengaluru WH,130,148,11-07-2025,Out of Stock
INV01265,PRD00661,SUP0023,Bengaluru WH,554,64,27-06-2025,Out of Stock
INV01266,PRD00494,SUP0068,Bengaluru WH,352,100,23-11-2025,Low Stock
INV01267,PRD01347,SUP0234,Delhi WH,739,42,01-07-2025,Available
INV01268,PRD00169,SUP0446,Bengaluru WH,377,174,05-09-2025,Available
INV01269,PRD01982,SUP0071,Hyderabad WH,937,49,18-03-2025,available
INV01270,PRD01024,SUP0206,Bengaluru WH,696,156,23-12-2025,Available
INV01271,PRD00070,SUP0480,Hyderabad WH,714,130,15-08-2025,available
INV01272,PRD00275,SUP0447,Hyderabad WH,159,180,12-12-2025,Low Stock
INV01273,PRD00928,SUP0082,Delhi WH,686,96,22-01-2025,available
INV01274,PRD01816,SUP0484,Hyderabad WH,249,123,26-12-2025,Out of Stock
INV01275,PRD01148,SUP0371,Chennai WH,628,112,03-03-2025,Available
INV01276,PRD00574,SUP0330,Chennai WH,806,116,01-10-2025,Low Stock
INV01277,PRD01087,SUP0160,Bengaluru WH,657,141,12-06-2025,Out of Stock
INV01278,PRD01269,SUP0288,Mumbai WH,649,174,02-12-2025,available
INV01279,PRD01100,SUP0019,Bengaluru WH,838,177,20-03-2025,Available
INV01280,PRD01394,SUP0155,Delhi WH,416,161,02-03-2025,Low Stock
INV01281,PRD00431,SUP0414,Chennai WH,668,134,16-09-2025,Out of Stock
INV01282,PRD01622,SUP0131,Chennai WH,308,126,18-07-2025,Available
INV01283,PRD01747,SUP0253,Hyderabad WH,302,154,19-06-2025,Available
INV01284,PRD00072,SUP0111,Chennai WH,942,110,06-02-2025,available
INV01285,PRD00689,SUP0265,Delhi WH,126,66,20-10-2025,Available
INV01286,PRD00176,SUP0040,Delhi WH,890,82,19-12-2025,Low Stock
INV01287,PRD00515,SUP0406,Chennai WH,799,126,25-07-2025,Out of Stock
INV01288,PRD00695,SUP0357,Mumbai WH,401,40,25-07-2025,available
INV01289,PRD00445,SUP0153,Bengaluru WH,543,182,12-01-2025,Available
INV01290,PRD00974,SUP0197,Bengaluru WH,29,151,16-05-2025,Out of Stock
INV01291,PRD01937,SUP0088,Chennai WH,255,186,28-06-2025,Available
INV01292,PRD01009,SUP0451,Delhi WH,214,156,03-01-2025,available
INV01293,PRD00470,SUP0120,Bengaluru WH,323,85,25-11-2025,Available
INV01294,PRD01205,SUP0033,Bengaluru WH,784,142,21-07-2025,available
INV01295,PRD01497,SUP0398,Chennai WH,783,101,10-10-2025,Available
INV01296,PRD01621,SUP0102,Hyderabad WH,622,151,01-04-2025,Low Stock
INV01297,PRD01870,SUP0245,Bengaluru WH,866,198,03-04-2025,Out of Stock
INV01298,PRD01771,SUP0116,Hyderabad WH,735,140,05-03-2025,Out of Stock
INV01299,PRD00184,SUP0181,Chennai WH,606,68,20-02-2025,available
INV01300,PRD01807,SUP0229,Hyderabad WH,764,196,12-05-2025,Out of Stock
INV01301,PRD01969,SUP0277,Delhi WH,975,172,19-06-2025,Out of Stock
INV01302,PRD00600,SUP0044,Delhi WH,195,50,25-02-2025,Available
INV01303,PRD00755,SUP0088,Hyderabad WH,897,38,15-07-2025,Low Stock
INV01304,PRD01097,SUP0461,Chennai WH,466,186,18-08-2025,Out of Stock
INV01305,PRD01593,SUP0330,Hyderabad WH,588,38,08-12-2025,available
INV01306,PRD00425,SUP0165,Delhi WH,945,108,17-02-2025,Out of Stock
INV01307,PRD01557,SUP0054,Bengaluru WH,147,20,21-09-2025,Available
INV01308,PRD01969,SUP0224,Bengaluru WH,284,96,28-08-2025,Out of Stock
INV01309,PRD00242,SUP0312,Delhi WH,982,67,13-10-2025,available
INV01310,PRD01905,SUP0400,Chennai WH,678,190,07-12-2025,available
INV01311,PRD00898,SUP0130,Delhi WH,290,71,04-03-2025,Low Stock
INV01312,PRD01924,SUP0495,Hyderabad WH,128,166,23-05-2025,Out of Stock
INV01313,PRD01715,SUP0254,Mumbai WH,496,166,21-09-2025,Available
INV01314,PRD00252,SUP0175,Chennai WH,962,183,27-10-2025,Available
INV01315,PRD01832,SUP0111,Delhi WH,463,193,05-06-2025,Low Stock
INV01316,PRD00461,SUP0192,Delhi WH,684,103,23-07-2025,Low Stock
INV01317,PRD01170,SUP0032,Delhi WH,730,164,01-08-2025,Out of Stock
INV01318,PRD00850,SUP0215,Bengaluru WH,189,104,21-11-2025,Available
INV01319,PRD01897,SUP0358,Bengaluru WH,97,174,09-05-2025,Out of Stock
INV01320,PRD01323,SUP0407,Delhi WH,986,68,25-05-2025,Available
INV01321,PRD00959,SUP0030,Delhi WH,401,112,11-02-2025,Available
INV01322,PRD00570,SUP0157,Chennai WH,165,119,02-07-2025,Available
INV01323,PRD00543,SUP0498,Mumbai WH,447,81,20-02-2025,Out of Stock
INV01324,PRD00227,SUP0312,Mumbai WH,307,185,16-08-2025,Low Stock
INV01325,PRD00030,SUP0007,Mumbai WH,143,74,26-12-2025,available
INV01326,PRD01924,SUP0035,Bengaluru WH,79,20,16-05-2025,Available
INV01327,PRD01777,SUP0118,Bengaluru WH,547,151,01-03-2025,available
INV01328,PRD00888,SUP0094,Chennai WH,687,73,05-04-2025,available
INV01329,PRD00754,SUP0301,Bengaluru WH,208,81,02-07-2025,available
INV01330,PRD01395,SUP0474,Hyderabad WH,894,132,12-06-2025,available
INV01331,PRD01243,SUP0102,Delhi WH,255,126,10-08-2025,available
INV01332,PRD01181,SUP0212,Hyderabad WH,546,190,25-09-2025,Low Stock
INV01333,PRD01462,SUP0331,Bengaluru WH,616,141,16-12-2025,available
INV01334,PRD00256,SUP0270,Hyderabad WH,144,198,04-01-2025,Low Stock
INV01335,PRD01171,SUP0147,Mumbai WH,686,39,04-01-2025,Available
INV01336,PRD00782,SUP0262,Bengaluru WH,267,41,05-05-2025,Available
INV01337,PRD00619,SUP0394,Hyderabad WH,243,99,06-05-2025,Available
INV01338,PRD00355,SUP0418,Delhi WH,301,190,11-06-2025,available
INV01339,PRD01329,SUP0068,Hyderabad WH,2,55,01-09-2025,Out of Stock
INV01340,PRD00744,SUP0049,Delhi WH,319,163,02-05-2025,Out of Stock
INV01341,PRD01612,SUP0131,Mumbai WH,732,142,08-09-2025,Low Stock
INV01342,PRD01559,SUP0351,Hyderabad WH,587,122,05-02-2025,Out of Stock
INV01343,PRD01693,SUP0034,Chennai WH,658,36,20-07-2025,Out of Stock
INV01344,PRD01653,SUP0487,Mumbai WH,270,167,24-03-2025,Out of Stock
INV01345,PRD00151,SUP0064,Delhi WH,419,105,21-12-2025,available
INV01346,PRD00122,SUP0086,Hyderabad WH,762,200,01-04-2025,Out of Stock
INV01347,PRD01203,SUP0236,Chennai WH,82,130,27-03-2025,Available
INV01348,PRD01463,SUP0489,Bengaluru WH,446,42,22-06-2025,available
INV01349,PRD01486,SUP0305,Delhi WH,907,73,05-08-2025,available
INV01350,PRD00600,SUP0009,Chennai WH,457,172,07-09-2025,Available
INV01351,PRD00169,SUP0193,Bengaluru WH,112,91,16-04-2025,available
INV01352,PRD00087,SUP0056,Bengaluru WH,715,53,07-06-2025,Available
INV01353,PRD01856,SUP0285,Hyderabad WH,478,34,01-05-2025,available
INV01354,PRD01416,SUP0483,Delhi WH,619,63,11-11-2025,Out of Stock
INV01355,PRD01749,SUP0133,Mumbai WH,645,41,06-10-2025,Out of Stock
INV01356,PRD00794,SUP0412,Mumbai WH,238,112,15-05-2025,Out of Stock
INV01357,PRD00661,SUP0163,Delhi WH,358,61,03-09-2025,Out of Stock
INV01358,PRD01338,SUP0245,Hyderabad WH,169,24,07-04-2025,Low Stock
INV01359,PRD01273,SUP0103,Delhi WH,447,62,25-05-2025,Out of Stock
INV01360,PRD00555,SUP0117,Mumbai WH,963,68,28-07-2025,available
INV01361,PRD01416,SUP0029,Delhi WH,225,95,13-03-2025,Out of Stock
INV01362,PRD01292,SUP0301,Mumbai WH,294,156,13-04-2025,available
INV01363,PRD00065,SUP0003,Chennai WH,392,48,26-02-2025,Out of Stock
INV01364,PRD00424,SUP0434,Bengaluru WH,949,105,01-07-2025,Low Stock
INV01365,PRD00069,SUP0294,Mumbai WH,73,186,08-11-2025,available
INV01366,PRD00697,SUP0345,Bengaluru WH,723,127,10-12-2025,Available
INV01367,PRD00320,SUP0082,Hyderabad WH,922,176,14-04-2025,Out of Stock
INV01368,PRD00259,SUP0400,Bengaluru WH,455,158,21-02-2025,Out of Stock
INV01369,PRD01824,SUP0016,Bengaluru WH,727,24,05-03-2025,available
INV01370,PRD00018,SUP0387,Chennai WH,390,101,23-05-2025,available
INV01371,PRD00417,SUP0436,Delhi WH,340,103,25-04-2025,available
INV01372,PRD01267,SUP0150,Delhi WH,939,147,06-04-2025,Low Stock
INV01373,PRD01453,SUP0246,Hyderabad WH,334,111,09-03-2025,available
INV01374,PRD00088,SUP0270,Bengaluru WH,601,177,01-03-2025,Available
INV01375,PRD01683,SUP0024,Delhi WH,296,36,22-02-2025,Out of Stock
INV01376,PRD01257,SUP0379,Mumbai WH,894,48,28-07-2025,Low Stock
INV01377,PRD00651,SUP0146,Chennai WH,319,157,04-02-2025,available
INV01378,PRD01363,SUP0159,Mumbai WH,55,200,22-06-2025,available
