payment_id,order_id,payment_date,payment_method,amount_paid,payment_status
PAY05372,ORD08290,17-02-2025,Bank Transfer,379613,Partial
PAY05373,ORD02098,03-06-2025,Debit Card,467331,Pending
PAY05374,ORD01802,14-07-2025,Debit Card,297369,Partial
PAY05375,ORD03183,05-10-2025,Cash,230358,Pending
PAY05376,ORD07867,11-04-2025,Bank Transfer,270654,Partial
PAY05377,ORD01093,04-04-2025,Debit Card,394427,Pending
PAY05378,ORD09140,02-12-2025,Cash,16220,Paid
PAY05379,ORD00320,11-06-2025,UPI,139623,Partial
PAY05380,ORD05794,12-12-2025,Debit Card,10468,Pending
PAY05381,ORD00567,24-02-2025,Credit Card,376969,paid
PAY05382,ORD04867,04-09-2025,Debit Card,347568,paid
PAY05383,ORD09881,22-03-2025,Cash,233693,Partial
PAY05384,ORD06290,03-09-2025,Bank Transfer,52953,Paid
PAY05385,ORD09590,06-10-2025,Bank Transfer,243259,paid
PAY05386,ORD01413,28-11-2025,UPI,422598,Partial
PAY05387,ORD03313,15-09-2025,Cash,65983,Partial
PAY05388,ORD07824,13-10-2025,Debit Card,135410,Pending
PAY05389,ORD06208,22-10-2025,Credit Card,255638,Pending
PAY05390,ORD07452,11-03-2025,Debit Card,148183,Pending
PAY05391,ORD09854,20-03-2025,Credit Card,427987,Partial
PAY05392,ORD05728,11-06-2025,Cash,261340,Paid
PAY05393,ORD03432,26-04-2025,UPI,373198,Paid
PAY05394,ORD00256,23-08-2025,Bank Transfer,52798,Pending
PAY05395,ORD07629,26-01-2025,Cash,293483,Paid
PAY05396,ORD02012,27-05-2025,Bank Transfer,132833,Pending
PAY05397,ORD05742,17-07-2025,Credit Card,317540,Partial
PAY05398,ORD05914,22-01-2025,Debit Card,486688,Paid
PAY05399,ORD01415,05-04-2025,Debit Card,92583,paid
PAY05400,ORD02434,13-12-2025,Credit Card,114512,Pending
PAY05401,ORD07713,21-03-2025,UPI,396789,Paid
PAY05402,ORD04130,08-09-2025,Debit Card,160340,Paid
PAY05403,ORD01834,24-07-2025,Cash,219220,Partial
PAY05404,ORD06157,18-06-2025,Bank Transfer,468646,Partial
PAY05405,ORD04601,04-12-2025,Bank Transfer,312758,Paid
PAY05406,ORD02281,21-03-2025,Credit Card,301595,Paid
PAY05407,ORD02633,14-06-2025,UPI,211702,paid
PAY05408,ORD05606,13-07-2025,Bank Transfer,79136,Pending
PAY05409,ORD03282,20-03-2025,Cash,302785,Pending
PAY05410,ORD09688,10-08-2025,Debit Card,270411,Partial
PAY05411,ORD00997,14-10-2025,Bank Transfer,235351,Paid
PAY05412,ORD01831,19-11-2025,Credit Card,346995,Pending
PAY05413,ORD07405,15-10-2025,UPI,415273,paid
PAY05414,ORD09492,24-10-2025,Credit Card,268236,Pending
PAY05415,ORD03041,21-11-2025,Bank Transfer,337514,Partial
PAY05416,ORD09878,25-04-2025,UPI,360974,Paid
PAY05417,ORD07837,12-11-2025,Cash,262446,Partial
PAY05418,ORD09124,20-02-2025,Debit Card,94454,Partial
PAY05419,ORD02888,06-11-2025,UPI,331902,paid
PAY05420,ORD02524,01-07-2025,Credit Card,402907,Partial
PAY05421,ORD08617,17-06-2025,Credit Card,461785,Paid
PAY05422,ORD02215,03-09-2025,Bank Transfer,54741,Pending
PAY05423,ORD04712,12-01-2025,Credit Card,394672,paid
PAY05424,ORD06750,21-07-2025,Cash,354955,Pending
PAY05425,ORD08868,08-02-2025,Bank Transfer,481508,Pending
PAY05426,ORD01669,05-09-2025,Credit Card,257296,Pending
PAY05427,ORD08669,20-12-2025,Credit Card,325297,Pending
PAY05428,ORD00777,14-11-2025,Debit Card,331340,Partial
PAY05429,ORD09482,15-12-2025,Debit Card,192248,Partial
PAY05430,ORD05911,17-11-2025,Credit Card,315736,Pending
PAY05431,ORD02780,26-10-2025,Debit Card,126953,paid
PAY05432,ORD04145,27-01-2025,Debit Card,309986,paid
PAY05433,ORD09743,03-04-2025,Debit Card,243301,Partial
PAY05434,ORD04789,07-02-2025,Credit Card,19426,Partial
PAY05435,ORD01540,20-06-2025,Cash,302150,Partial
PAY05436,ORD05140,13-09-2025,Credit Card,433555,Partial
PAY05437,ORD04606,03-08-2025,Credit Card,415687,Pending
PAY05438,ORD03371,09-04-2025,Cash,247764,Paid
PAY05439,ORD04747,20-10-2025,Bank Transfer,247331,Pending
PAY05440,ORD09346,02-11-2025,Bank Transfer,346796,Paid
PAY05441,ORD00457,11-12-2025,Debit Card,156068,Paid
PAY05442,ORD01365,05-05-2025,Cash,416437,Pending
PAY05443,ORD00517,16-05-2025,Credit Card,139719,Pending
PAY05444,ORD06044,08-10-2025,Bank Transfer,203501,paid
PAY05445,ORD00926,12-07-2025,UPI,8212,Pending
PAY05446,ORD05726,14-12-2025,UPI,331958,paid
PAY05447,ORD06268,08-09-2025,Credit Card,26313,Pending
PAY05448,ORD07347,22-10-2025,Debit Card,366813,Partial
PAY05449,ORD03071,04-02-2025,Debit Card,327280,Paid
PAY05450,ORD07778,20-10-2025,Bank Transfer,213251,paid
PAY05451,ORD05689,20-07-2025,UPI,287157,Paid
PAY05452,ORD06757,07-12-2025,Debit Card,473045,Paid
PAY05453,ORD00642,25-03-2025,Credit Card,450341,Paid
PAY05454,ORD08990,25-05-2025,Credit Card,72049,Pending
PAY05455,ORD00025,12-05-2025,Debit Card,139974,Pending
PAY05456,ORD07538,25-10-2025,Bank Transfer,460513,Pending
PAY05457,ORD01094,10-08-2025,Debit Card,75144,Partial
PAY05458,ORD01483,16-08-2025,Cash,34000,Paid
PAY05459,ORD03938,16-06-2025,Debit Card,34985,Paid
PAY05460,ORD09290,23-12-2025,Credit Card,414559,Pending
PAY05461,ORD07088,01-10-2025,Credit Card,334494,paid
PAY05462,ORD03072,20-12-2025,Bank Transfer,98826,Pending
PAY05463,ORD09351,27-05-2025,Credit Card,145316,paid
PAY05464,ORD05961,03-06-2025,Debit Card,134519,Pending
PAY05465,ORD02494,06-09-2025,UPI,176134,Pending
PAY05466,ORD05593,20-09-2025,Credit Card,316455,Partial
PAY05467,ORD07847,12-05-2025,Debit Card,116627,paid
PAY05468,ORD08478,20-10-2025,UPI,271465,Paid
PAY05469,ORD01456,07-04-2025,Bank Transfer,497133,paid
PAY05470,ORD04255,06-05-2025,UPI,407508,Pending
PAY05471,ORD09989,25-09-2025,Credit Card,424529,Paid
PAY05472,ORD05758,28-02-2025,Cash,356954,Pending
PAY05473,ORD08224,04-06-2025,Debit Card,435457,Pending
PAY05474,ORD02261,26-12-2025,Credit Card,393362,Pending
PAY05475,ORD09372,18-04-2025,Credit Card,374136,Partial
PAY05476,ORD06765,16-12-2025,UPI,429574,paid
PAY05477,ORD06627,20-12-2025,UPI,268478,Paid
PAY05478,ORD03839,11-07-2025,Credit Card,54560,paid
PAY05479,ORD05226,10-04-2025,Cash,381877,Pending
PAY05480,ORD03745,13-11-2025,Bank Transfer,352897,Partial
PAY05481,ORD02579,17-05-2025,Bank Transfer,16996,Pending
PAY05482,ORD06143,22-12-2025,Credit Card,444554,Paid
PAY05483,ORD00228,23-11-2025,UPI,134398,Pending
PAY05484,ORD08461,11-05-2025,UPI,324940,Pending
PAY05485,ORD05247,03-06-2025,Bank Transfer,14892,Partial
PAY05486,ORD06460,25-01-2025,Debit Card,416446,paid
PAY05487,ORD05878,24-09-2025,Cash,478875,Pending
PAY05488,ORD09790,10-01-2025,UPI,338083,Partial
PAY05489,ORD08882,03-06-2025,Credit Card,399153,Partial
PAY05490,ORD07164,13-07-2025,Bank Transfer,101804,Partial
PAY05491,ORD02593,17-01-2025,Credit Card,122608,Partial
PAY05492,ORD04489,03-09-2025,Credit Card,401857,Paid
PAY05493,ORD07236,20-05-2025,Credit Card,53208,paid
PAY05494,ORD09023,10-07-2025,Cash,464291,paid
PAY05495,ORD04136,13-02-2025,Credit Card,45786,Partial
PAY05496,ORD08542,22-09-2025,Cash,107508,paid
PAY05497,ORD01441,13-12-2025,Cash,433272,Partial
PAY05498,ORD09265,23-06-2025,Bank Transfer,407453,Paid
PAY05499,ORD08352,07-09-2025,Debit Card,459246,paid
PAY05500,ORD05648,15-10-2025,Credit Card,184950,paid
PAY05501,ORD08383,08-01-2025,UPI,149558,Paid
PAY05502,ORD08068,13-12-2025,Cash,61901,paid
PAY05503,ORD09137,06-05-2025,Debit Card,261804,paid
PAY05504,ORD07174,06-02-2025,UPI,466004,Paid
PAY05505,ORD00964,12-08-2025,Bank Transfer,397049,Pending
PAY05506,ORD05978,28-08-2025,Cash,22244,Paid
PAY05507,ORD08587,09-04-2025,Cash,21514,paid
PAY05508,ORD09945,12-02-2025,UPI,255560,Pending
PAY05509,ORD02444,07-08-2025,Credit Card,392391,Pending
PAY05510,ORD03493,17-08-2025,Cash,328268,Paid
PAY05511,ORD01207,01-09-2025,UPI,134410,paid
PAY05512,ORD01907,22-06-2025,Debit Card,403226,paid
PAY05513,ORD04507,26-08-2025,Bank Transfer,64346,Partial
PAY05514,ORD05241,06-04-2025,Bank Transfer,78424,Partial
PAY05515,ORD02934,26-08-2025,UPI,258355,paid
PAY05516,ORD01545,26-10-2025,Credit Card,304424,paid
PAY05517,ORD03833,13-11-2025,Cash,85332,Paid
PAY05518,ORD07239,09-02-2025,Bank Transfer,482800,Pending
PAY05519,ORD04110,11-03-2025,Credit Card,72086,paid
PAY05520,ORD03749,02-03-2025,Bank Transfer,142061,paid
PAY05521,ORD05113,05-04-2025,Debit Card,83614,paid
PAY05522,ORD08782,02-02-2025,UPI,408281,paid
PAY05523,ORD03376,15-06-2025,Bank Transfer,403086,paid
PAY05524,ORD07488,25-09-2025,Debit Card,347936,Partial
PAY05525,ORD08424,22-05-2025,Bank Transfer,160143,Paid
PAY05526,ORD01228,05-02-2025,Debit Card,381257,Paid
PAY05527,ORD09623,15-12-2025,Debit Card,238805,Paid
PAY05528,ORD03515,02-11-2025,Credit Card,454071,paid
PAY05529,ORD02207,18-04-2025,Credit Card,394700,Paid
PAY05530,ORD07596,16-04-2025,Bank Transfer,274033,Paid
PAY05531,ORD03365,23-08-2025,Credit Card,369013,Paid
PAY05532,ORD02430,08-04-2025,Debit Card,154599,Partial
PAY05533,ORD07240,12-11-2025,Debit Card,428981,paid
PAY05534,ORD00007,08-02-2025,Credit Card,209889,Partial
PAY05535,ORD05973,20-04-2025,Bank Transfer,145369,paid
PAY05536,ORD02851,25-03-2025,Cash,118574,Paid
PAY05537,ORD08304,18-12-2025,Cash,31046,Paid
PAY05538,ORD09110,10-11-2025,UPI,64904,paid
PAY05539,ORD03976,06-03-2025,Bank Transfer,489159,Paid
PAY05540,ORD02167,19-12-2025,UPI,122873,paid
PAY05541,ORD01660,26-10-2025,Debit Card,175806,Pending
PAY05542,ORD09680,21-07-2025,Debit Card,253727,paid
PAY05543,ORD02059,13-06-2025,UPI,371411,Pending
PAY05544,ORD00965,12-07-2025,Debit Card,283527,paid
PAY05545,ORD05641,20-01-2025,UPI,401319,Pending
PAY05546,ORD03126,07-08-2025,Cash,55185,Partial
PAY05547,ORD06574,09-01-2025,Bank Transfer,12764,paid
PAY05548,ORD02823,24-10-2025,Bank Transfer,75144,Partial
PAY05549,ORD07411,21-09-2025,Debit Card,469682,Pending
PAY05550,ORD06738,17-11-2025,Bank Transfer,72717,Paid
PAY05551,ORD02949,26-02-2025,UPI,426805,Partial
PAY05552,ORD09383,17-11-2025,Cash,323206,paid
PAY05553,ORD00647,12-02-2025,Bank Transfer,372157,paid
PAY05554,ORD06125,07-12-2025,Credit Card,341533,Pending
PAY05555,ORD06585,04-11-2025,Credit Card,478089,Pending
PAY05556,ORD01048,22-04-2025,Debit Card,357108,paid
PAY05557,ORD08565,12-09-2025,Debit Card,402779,paid
PAY05558,ORD01624,09-05-2025,Debit Card,383556,Partial
PAY05559,ORD01962,03-04-2025,UPI,280470,Partial
PAY05560,ORD01824,20-03-2025,Cash,354051,Paid
PAY05561,ORD09131,04-05-2025,Bank Transfer,187982,Pending
PAY05562,ORD07167,23-03-2025,Bank Transfer,49398,Paid
PAY05563,ORD04991,16-10-2025,UPI,95171,Partial
PAY05564,ORD07715,18-11-2025,Credit Card,136494,Paid
PAY05565,ORD02619,12-10-2025,Bank Transfer,55531,paid
PAY05566,ORD06433,10-02-2025,Bank Transfer,437204,Partial
PAY05567,ORD09991,02-09-2025,UPI,409293,paid
PAY05568,ORD05912,13-04-2025,Bank Transfer,246056,Pending
PAY05569,ORD06837,19-12-2025,Bank Transfer,240184,Pending
PAY05570,ORD03425,28-03-2025,Bank Transfer,313759,paid
PAY05571,ORD00647,23-07-2025,UPI,269646,Partial
PAY05572,ORD01393,07-04-2025,Credit Card,194090,Partial
PAY05573,ORD07057,23-07-2025,Bank Transfer,196404,Paid
PAY05574,ORD06265,17-06-2025,Credit Card,239144,paid
PAY05575,ORD08872,03-02-2025,UPI,287499,paid
PAY05576,ORD01187,20-01-2025,Bank Transfer,271302,Partial
PAY05577,ORD05094,13-06-2025,Bank Transfer,473071,Partial
PAY05578,ORD00574,07-01-2025,Debit Card,376936,Partial
PAY05579,ORD02105,05-07-2025,Bank Transfer,75059,Pending
PAY05580,ORD01757,01-05-2025,Credit Card,329785,Partial
PAY05581,ORD07430,28-06-2025,Credit Card,159523,paid
PAY05582,ORD07682,19-07-2025,UPI,291086,Paid
PAY05583,ORD05952,24-04-2025,Cash,449658,Partial
PAY05584,ORD03212,23-04-2025,Cash,50307,Pending
PAY05585,ORD00722,21-04-2025,Credit Card,423862,paid
PAY05586,ORD05447,26-08-2025,Credit Card,181736,Partial
PAY05587,ORD09193,23-12-2025,Credit Card,257786,Partial
PAY05588,ORD01059,18-06-2025,Bank Transfer,268445,Partial
PAY05589,ORD00548,27-03-2025,UPI,497267,Partial
PAY05590,ORD04057,04-11-2025,UPI,338327,paid
PAY05591,ORD06265,26-11-2025,UPI,459977,Pending
PAY05592,ORD00640,08-02-2025,UPI,99636,Pending
PAY05593,ORD08006,12-01-2025,Debit Card,281301,Paid
PAY05594,ORD09524,09-01-2025,Bank Transfer,102086,Partial
PAY05595,ORD09349,15-02-2025,Cash,291092,paid
PAY05596,ORD01834,24-11-2025,Debit Card,271817,Partial
PAY05597,ORD01638,08-11-2025,UPI,226097,Paid
PAY05598,ORD08913,23-06-2025,Debit Card,85026,paid
PAY05599,ORD01620,23-05-2025,Cash,446602,paid
PAY05600,ORD05889,12-03-2025,UPI,111979,Partial
PAY05601,ORD03966,21-02-2025,Debit Card,43137,Pending
PAY05602,ORD07584,01-06-2025,Debit Card,159682,Paid
PAY05603,ORD05071,05-01-2025,Debit Card,149027,Paid
PAY05604,ORD04097,04-10-2025,Bank Transfer,51265,Paid
PAY05605,ORD04986,16-01-2025,Debit Card,230021,paid
PAY05606,ORD02837,05-09-2025,Cash,403934,Paid
PAY05607,ORD06187,18-11-2025,UPI,278920,paid
PAY05608,ORD08729,21-01-2025,Credit Card,168494,paid
PAY05609,ORD01921,01-01-2025,UPI,114694,paid
PAY05610,ORD08183,17-08-2025,Bank Transfer,369843,Partial
PAY05611,ORD07750,04-05-2025,Credit Card,206060,Paid
PAY05612,ORD00068,22-08-2025,Debit Card,366484,paid
PAY05613,ORD02317,20-01-2025,Credit Card,258603,Paid
PAY05614,ORD06215,05-03-2025,Cash,317518,Partial
PAY05615,ORD00762,21-11-2025,Credit Card,222449,Pending
PAY05616,ORD04226,18-05-2025,Cash,211869,paid
PAY05617,ORD07211,23-02-2025,UPI,290009,paid
PAY05618,ORD05311,10-11-2025,UPI,254333,Pending
PAY05619,ORD05898,03-02-2025,Debit Card,442710,Partial
PAY05620,ORD05369,01-01-2025,UPI,210637,paid
PAY05621,ORD05437,25-09-2025,Cash,168064,Paid
PAY05622,ORD04015,17-11-2025,Debit Card,291502,Pending
PAY05623,ORD03585,01-12-2025,UPI,405779,Partial
PAY05624,ORD01545,17-07-2025,Debit Card,453435,paid
PAY05625,ORD04378,26-01-2025,Cash,460457,Paid
PAY05626,ORD04562,01-07-2025,Bank Transfer,338015,Partial
PAY05627,ORD02774,28-11-2025,Cash,9894,paid
PAY05628,ORD06889,05-05-2025,Bank Transfer,197369,Partial
PAY05629,ORD09097,11-04-2025,Debit Card,42816,Paid
PAY05630,ORD06201,27-03-2025,Bank Transfer,132950,Pending
PAY05631,ORD02127,13-10-2025,Cash,189078,Pending
PAY05632,ORD06520,21-04-2025,UPI,289509,Partial
PAY05633,ORD00542,15-02-2025,Cash,63066,Pending
PAY05634,ORD09708,17-12-2025,Debit Card,159262,Paid
PAY05635,ORD02348,25-08-2025,UPI,381940,paid
PAY05636,ORD07686,25-04-2025,UPI,212327,Paid
PAY05637,ORD02404,01-05-2025,UPI,196779,Partial
PAY05638,ORD02977,02-10-2025,Cash,447112,Paid
PAY05639,ORD08273,16-11-2025,Bank Transfer,446852,Partial
PAY05640,ORD04183,03-10-2025,UPI,468256,Paid
PAY05641,ORD07428,01-03-2025,UPI,84908,Pending
PAY05642,ORD02257,12-06-2025,Debit Card,249967,paid
PAY05643,ORD07502,13-08-2025,UPI,127265,Partial
PAY05644,ORD04153,21-09-2025,Credit Card,250304,Partial
PAY05645,ORD09765,03-12-2025,Credit Card,492309,Paid
PAY05646,ORD06920,20-10-2025,Cash,275377,Pending
PAY05647,ORD07403,07-06-2025,Cash,79633,Paid
PAY05648,ORD01787,27-01-2025,Debit Card,230720,paid
PAY05649,ORD01686,01-08-2025,Cash,314422,Partial
PAY05650,ORD07271,02-11-2025,Debit Card,431217,Paid
PAY05651,ORD04950,22-02-2025,Bank Transfer,381547,Partial
PAY05652,ORD00381,15-02-2025,UPI,380295,Pending
PAY05653,ORD03473,11-10-2025,Credit Card,470605,Pending
PAY05654,ORD08296,10-09-2025,UPI,191441,paid
PAY05655,ORD06819,10-11-2025,Cash,334655,paid
PAY05656,ORD06574,11-08-2025,UPI,371509,Paid
PAY05657,ORD02021,19-09-2025,Cash,58081,paid
PAY05658,ORD06117,21-06-2025,UPI,101803,paid
PAY05659,ORD03486,12-01-2025,Debit Card,381332,Pending
PAY05660,ORD09728,15-08-2025,Bank Transfer,397216,Pending
PAY05661,ORD07543,06-03-2025,Debit Card,342581,paid
PAY05662,ORD09586,04-08-2025,Credit Card,73616,Pending
PAY05663,ORD03918,16-11-2025,UPI,308759,Pending
PAY05664,ORD06805,25-12-2025,Cash,171033,Partial
PAY05665,ORD00226,14-06-2025,Debit Card,427904,Pending
PAY05666,ORD00982,06-07-2025,Bank Transfer,254515,Partial
PAY05667,ORD02199,11-02-2025,Credit Card,94671,Pending
PAY05668,ORD06261,26-03-2025,Credit Card,209564,paid
PAY05669,ORD01695,01-03-2025,Debit Card,6489,Pending
PAY05670,ORD07915,09-10-2025,Credit Card,499845,paid
PAY05671,ORD04910,20-05-2025,Cash,280267,paid
PAY05672,ORD05534,01-11-2025,UPI,321895,paid
PAY05673,ORD08306,02-02-2025,Bank Transfer,443625,Partial
PAY05674,ORD01266,27-09-2025,UPI,350180,Partial
PAY05675,ORD05076,16-10-2025,Debit Card,281565,Partial
PAY05676,ORD00990,18-02-2025,Cash,244955,paid
PAY05677,ORD03684,04-01-2025,Debit Card,23470,Pending
PAY05678,ORD00244,17-04-2025,Cash,306608,Paid
PAY05679,ORD01729,09-08-2025,Debit Card,62719,paid
PAY05680,ORD08842,20-02-2025,Bank Transfer,496726,Paid
PAY05681,ORD09753,22-07-2025,UPI,121088,Partial
PAY05682,ORD05020,11-08-2025,UPI,85445,Partial
PAY05683,ORD07434,24-05-2025,Debit Card,383482,Pending
PAY05684,ORD01093,21-03-2025,Cash,91307,Partial
PAY05685,ORD07804,27-03-2025,Cash,462215,paid
PAY05686,ORD09243,05-04-2025,Debit Card,70205,Partial
PAY05687,ORD01655,23-11-2025,Cash,210545,Paid
PAY05688,ORD08776,13-01-2025,UPI,420585,Partial
PAY05689,ORD09802,20-10-2025,Bank Transfer,92183,Pending
PAY05690,ORD05918,21-05-2025,Credit Card,464718,Paid
PAY05691,ORD02754,04-08-2025,UPI,299135,paid
PAY05692,ORD05656,27-01-2025,Debit Card,486758,Partial
PAY05693,ORD05385,28-10-2025,Cash,371749,paid
PAY05694,ORD04524,04-07-2025,Cash,322566,Partial
PAY05695,ORD03407,28-06-2025,Cash,257138,Paid
PAY05696,ORD05691,16-10-2025,Bank Transfer,342230,paid
PAY05697,ORD06317,25-11-2025,UPI,84450,Partial
PAY05698,ORD07528,09-12-2025,UPI,197831,Partial
PAY05699,ORD02941,13-01-2025,Cash,190525,Pending
PAY05700,ORD01332,15-04-2025,UPI,441426,Partial
PAY05701,ORD07237,03-03-2025,Debit Card,478094,Paid
PAY05702,ORD07786,04-02-2025,UPI,246317,paid
PAY05703,ORD08408,16-07-2025,Bank Transfer,63126,paid
PAY05704,ORD06784,08-05-2025,Bank Transfer,182469,Partial
PAY05705,ORD02595,08-07-2025,Cash,79841,Partial
PAY05706,ORD05027,01-05-2025,Credit Card,262401,Partial
PAY05707,ORD06631,04-09-2025,Bank Transfer,151673,Partial
PAY05708,ORD06676,22-09-2025,Credit Card,450757,paid
PAY05709,ORD07990,11-04-2025,Cash,376394,paid
PAY05710,ORD06499,18-08-2025,UPI,322664,paid
PAY05711,ORD03210,09-07-2025,Credit Card,434508,Partial
PAY05712,ORD04840,23-03-2025,Credit Card,136015,Pending
PAY05713,ORD02002,26-04-2025,Cash,214228,Partial
PAY05714,ORD07508,17-07-2025,Debit Card,100243,paid
PAY05715,ORD05851,09-01-2025,Cash,439280,Partial
PAY05716,ORD00398,13-08-2025,Cash,430726,Paid
PAY05717,ORD02611,10-12-2025,Credit Card,360166,paid
PAY05718,ORD02779,18-04-2025,UPI,95845,Paid
PAY05719,ORD03837,17-02-2025,UPI,129450,paid
PAY05720,ORD09194,13-07-2025,Debit Card,450731,paid
PAY05721,ORD04809,16-04-2025,Debit Card,12845,paid
PAY05722,ORD07717,08-04-2025,UPI,211348,Paid
PAY05723,ORD04559,26-05-2025,Cash,317951,Partial
PAY05724,ORD00085,09-04-2025,Bank Transfer,373688,Partial
PAY05725,ORD07740,24-12-2025,UPI,262911,Pending
PAY05726,ORD03721,23-10-2025,Credit Card,121318,Paid
PAY05727,ORD09762,05-05-2025,Debit Card,461003,Paid
PAY05728,ORD00420,14-01-2025,Debit Card,497237,Pending
PAY05729,ORD01899,23-04-2025,Cash,129936,paid
PAY05730,ORD08862,23-10-2025,Cash,181854,Paid
PAY05731,ORD02185,01-06-2025,Debit Card,372047,Partial
PAY05732,ORD05687,19-07-2025,UPI,5414,Partial
PAY05733,ORD03246,20-02-2025,UPI,163275,paid
PAY05734,ORD07575,26-11-2025,Debit Card,469067,paid
PAY05735,ORD03136,11-09-2025,Cash,87039,paid
PAY05736,ORD09205,08-10-2025,Credit Card,285864,paid
PAY05737,ORD01506,24-10-2025,Credit Card,24162,paid
PAY05738,ORD08671,27-10-2025,UPI,52764,Partial
PAY05739,ORD02735,24-09-2025,Credit Card,303573,Pending
PAY05740,ORD06002,09-12-2025,Credit Card,17218,Pending
PAY05741,ORD01935,20-07-2025,UPI,228270,Pending
PAY05742,ORD09081,03-06-2025,Credit Card,37795,Paid
PAY05743,ORD01381,14-02-2025,UPI,416147,Pending
PAY05744,ORD09673,17-09-2025,Cash,420381,Pending
PAY05745,ORD00182,07-05-2025,Credit Card,57588,Pending
PAY05746,ORD07525,16-07-2025,Debit Card,376254,Paid
PAY05747,ORD03475,11-06-2025,Cash,295906,Paid
PAY05748,ORD08630,18-03-2025,Cash,391688,Pending
PAY05749,ORD08187,05-03-2025,Bank Transfer,202302,Pending
PAY05750,ORD01139,16-05-2025,UPI,385237,Partial
PAY05751,ORD01651,11-06-2025,Credit Card,489193,Partial
PAY05752,ORD06585,12-08-2025,Cash,54365,paid
PAY05753,ORD08632,21-07-2025,Bank Transfer,271327,Partial
PAY05754,ORD07605,23-11-2025,Cash,260801,Partial
PAY05755,ORD08883,07-10-2025,Debit Card,347040,Pending
PAY05756,ORD03656,16-04-2025,Debit Card,14100,paid
PAY05757,ORD02600,27-03-2025,Credit Card,434452,paid
PAY05758,ORD02610,06-08-2025,Credit Card,260346,Paid
PAY05759,ORD06903,12-12-2025,Cash,216138,paid
PAY05760,ORD05076,19-01-2025,UPI,209298,Paid
PAY05761,ORD03681,28-04-2025,UPI,414881,Partial
PAY05762,ORD06418,20-10-2025,Credit Card,97029,paid
PAY05763,ORD09102,27-04-2025,Cash,276392,Paid
PAY05764,ORD08135,01-09-2025,Bank Transfer,80493,Pending
PAY05765,ORD07769,17-09-2025,UPI,89804,paid
PAY05766,ORD02859,12-01-2025,UPI,434811,Pending
PAY05767,ORD06227,26-05-2025,Cash,235490,Paid
PAY05768,ORD07063,09-06-2025,Cash,43973,Pending
PAY05769,ORD03096,01-03-2025,Credit Card,259673,Partial
PAY05770,ORD05348,24-09-2025,Credit Card,205057,Pending
PAY05771,ORD07819,11-10-2025,Cash,220879,Pending
PAY05772,ORD05436,05-07-2025,Credit Card,135365,Pending
PAY05773,ORD06810,28-11-2025,Bank Transfer,130798,paid
PAY05774,ORD03752,17-03-2025,Cash,228939,Pending
PAY05775,ORD00310,21-10-2025,Bank Transfer,101342,Pending
PAY05776,ORD03738,19-01-2025,Cash,291835,Paid
PAY05777,ORD08683,24-03-2025,Cash,370029,paid
PAY05778,ORD07068,21-10-2025,Credit Card,20235,paid
PAY05779,ORD09826,09-11-2025,Bank Transfer,161995,Pending
PAY05780,ORD05545,22-06-2025,Bank Transfer,214991,Partial
PAY05781,ORD01244,12-02-2025,Cash,172896,Pending
PAY05782,ORD09295,22-05-2025,Cash,274220,Paid
PAY05783,ORD02302,06-04-2025,Bank Transfer,119805,Pending
PAY05784,ORD04313,07-08-2025,UPI,9389,Partial
PAY05785,ORD05347,19-04-2025,Cash,13369,Paid
PAY05786,ORD02971,14-02-2025,Cash,306431,Paid
PAY05787,ORD01447,21-03-2025,Credit Card,208197,Pending
PAY05788,ORD07649,23-03-2025,UPI,134431,Pending
PAY05789,ORD07021,09-01-2025,Bank Transfer,430445,Pending
PAY05790,ORD06322,14-11-2025,Credit Card,49137,Partial
PAY05791,ORD04436,24-09-2025,Credit Card,233268,paid
PAY05792,ORD00275,25-03-2025,Debit Card,131538,paid
PAY05793,ORD04805,22-07-2025,Cash,381694,paid
PAY05794,ORD03420,10-07-2025,Cash,296367,Pending
PAY05795,ORD07009,02-06-2025,Bank Transfer,354057,paid
PAY05796,ORD03057,28-05-2025,Credit Card,394411,Partial
PAY05797,ORD01143,09-01-2025,Bank Transfer,329580,Partial
PAY05798,ORD03185,24-09-2025,Cash,45148,Partial
PAY05799,ORD06735,03-10-2025,Debit Card,125402,Pending
PAY05800,ORD09645,17-11-2025,Cash,347170,Partial
PAY05801,ORD02090,01-09-2025,Credit Card,453298,Partial
PAY05802,ORD07070,05-09-2025,Debit Card,386527,Paid
PAY05803,ORD07704,08-09-2025,Debit Card,258224,Partial
PAY05804,ORD04506,16-06-2025,Debit Card,484306,Paid
PAY05805,ORD01653,09-10-2025,UPI,412149,Paid
PAY05806,ORD05943,08-02-2025,Bank Transfer,88955,Partial
PAY05807,ORD07933,07-08-2025,Credit Card,110007,Partial
PAY05808,ORD07415,26-07-2025,Credit Card,358402,Pending
PAY05809,ORD05209,09-04-2025,UPI,341974,Pending
PAY05810,ORD04991,19-04-2025,Credit Card,494442,paid
PAY05811,ORD04135,19-06-2025,Cash,95519,Paid
PAY05812,ORD00181,22-03-2025,Cash,198987,Pending
PAY05813,ORD03909,28-08-2025,Bank Transfer,379533,Pending
PAY05814,ORD07086,28-11-2025,Cash,59366,paid
PAY05815,ORD08804,11-04-2025,UPI,239227,Paid
PAY05816,ORD06501,22-12-2025,Debit Card,92756,Pending
PAY05817,ORD03529,16-08-2025,Debit Card,121495,Paid
