task_id,project_id,assigned_employee,task_name,start_date,end_date,task_status,completion_percentage
TASK017840,PROJ03783,EMP0187,Design Approval,06-11-2024,,In Progress,69
TASK017841,PROJ02024,EMP0263,Installation,17-05-2024,25-07-2025,completed,38
TASK017842,PROJ03260,EMP0140,Installation,06-11-2024,,completed,48
TASK017843,PROJ04855,EMP0198,Handover,01-04-2024,,Completed,98
TASK017844,PROJ02574,EMP0161,Design Approval,28-01-2024,,Pending,89
TASK017845,PROJ03128,EMP0280,Site Visit,10-08-2024,18-11-2025,In Progress,6
TASK017846,PROJ01595,EMP0279,Quality Check,01-01-2024,18-08-2025,completed,8
TASK017847,PROJ03395,EMP0276,Site Visit,14-05-2024,15-08-2025,In Progress,25
TASK017848,PROJ03856,EMP0021,Installation,27-07-2024,28-03-2025,Delayed,69
TASK017849,PROJ00399,EMP0139,Design Approval,03-08-2024,03-05-2025,In Progress,49
TASK017850,PROJ01312,EMP0292,Design Approval,23-11-2024,07-10-2025,Pending,91
TASK017851,PROJ02382,EMP0241,Material Procurement,19-08-2024,06-11-2025,Completed,39
TASK017852,PROJ02728,EMP0275,Installation,01-06-2024,08-05-2025,Pending,100
TASK017853,PROJ03055,EMP0275,Site Visit,21-08-2024,13-03-2025,Delayed,40
TASK017854,PROJ01245,EMP0140,Handover,07-03-2024,06-01-2025,Delayed,91
TASK017855,PROJ01392,EMP0265,Handover,04-10-2024,23-06-2025,completed,96
TASK017856,PROJ00352,EMP0218,Installation,05-06-2024,15-05-2025,Pending,92
TASK017857,PROJ00996,EMP0236,Quality Check,24-10-2024,,Delayed,69
TASK017858,PROJ03544,EMP0231,Design Approval,11-07-2024,16-02-2025,Pending,42
TASK017859,PROJ02190,EMP0243,Quality Check,24-09-2024,22-06-2025,Pending,15
TASK017860,PROJ04410,EMP0153,Quality Check,26-12-2024,,completed,65
TASK017861,PROJ01504,EMP0191,Design Approval,10-02-2024,23-08-2025,Delayed,23
TASK017862,PROJ04199,EMP0265,Handover,24-10-2024,24-09-2025,completed,27
TASK017863,PROJ02372,EMP0141,Handover,21-02-2024,22-05-2025,Pending,37
TASK017864,PROJ02680,EMP0250,Site Visit,22-01-2024,22-12-2025,Pending,96
TASK017865,PROJ04272,EMP0093,Site Visit,16-05-2024,20-01-2025,Completed,29
TASK017866,PROJ01515,EMP0160,Design Approval,21-02-2024,,Completed,15
TASK017867,PROJ04089,EMP0035,Material Procurement,13-05-2024,01-07-2025,Pending,41
TASK017868,PROJ04529,EMP0237,Handover,16-12-2024,,In Progress,19
TASK017869,PROJ03327,EMP0148,Quality Check,17-09-2024,27-06-2025,Pending,68
TASK017870,PROJ01015,EMP0261,Site Visit,07-06-2024,04-08-2025,Pending,81
TASK017871,PROJ03824,EMP0097,Site Visit,23-12-2024,20-02-2025,Delayed,72
TASK017872,PROJ01618,EMP0159,Design Approval,12-07-2024,01-01-2025,Completed,98
TASK017873,PROJ00287,EMP0114,Installation,02-02-2024,10-07-2025,Completed,42
TASK017874,PROJ01333,EMP0172,Material Procurement,06-01-2024,03-10-2025,Pending,4
TASK017875,PROJ02456,EMP0099,Site Visit,24-05-2024,11-04-2025,completed,57
TASK017876,PROJ03212,EMP0123,Material Procurement,06-06-2024,23-08-2025,Pending,71
TASK017877,PROJ00957,EMP0027,Design Approval,12-02-2024,12-09-2025,Pending,67
TASK017878,PROJ03838,EMP0159,Installation,28-01-2024,03-10-2025,Completed,14
TASK017879,PROJ00494,EMP0204,Handover,24-11-2024,,Completed,1
TASK017880,PROJ04722,EMP0096,Quality Check,27-12-2024,16-02-2025,Delayed,77
TASK017881,PROJ01480,EMP0099,Site Visit,24-03-2024,06-01-2025,Completed,95
TASK017882,PROJ01507,EMP0137,Design Approval,13-04-2024,23-11-2025,Pending,64
TASK017883,PROJ04514,EMP0270,Quality Check,09-03-2024,,completed,86
TASK017884,PROJ04677,EMP0278,Handover,11-09-2024,08-02-2025,Pending,27
TASK017885,PROJ04706,EMP0053,Handover,11-08-2024,,completed,80
TASK017886,PROJ03109,EMP0252,Handover,07-05-2024,23-08-2025,Delayed,64
TASK017887,PROJ04935,EMP0245,Handover,27-09-2024,,Completed,42
TASK017888,PROJ00512,EMP0204,Material Procurement,25-03-2024,04-07-2025,Pending,6
TASK017889,PROJ01675,EMP0061,Site Visit,23-06-2024,20-10-2025,completed,60
TASK017890,PROJ02037,EMP0005,Handover,23-09-2024,25-02-2025,Delayed,19
TASK017891,PROJ02153,EMP0149,Installation,02-11-2024,28-09-2025,Delayed,33
TASK017892,PROJ03291,EMP0110,Site Visit,15-10-2024,18-06-2025,Delayed,66
TASK017893,PROJ02835,EMP0022,Installation,04-06-2024,18-06-2025,completed,76
TASK017894,PROJ04723,EMP0045,Site Visit,23-12-2024,19-10-2025,In Progress,84
TASK017895,PROJ01794,EMP0280,Material Procurement,02-09-2024,,Pending,69
TASK017896,PROJ04345,EMP0150,Installation,06-05-2024,06-11-2025,Pending,30
TASK017897,PROJ00236,EMP0187,Design Approval,19-03-2024,12-03-2025,Pending,60
TASK017898,PROJ02820,EMP0017,Design Approval,07-11-2024,01-10-2025,Delayed,47
TASK017899,PROJ03181,EMP0262,Quality Check,14-09-2024,,Completed,64
TASK017900,PROJ01573,EMP0091,Handover,26-10-2024,12-12-2025,Delayed,78
TASK017901,PROJ03434,EMP0286,Handover,11-12-2024,26-06-2025,Pending,5
TASK017902,PROJ04122,EMP0006,Material Procurement,23-10-2024,05-12-2025,Completed,49
TASK017903,PROJ04946,EMP0125,Material Procurement,01-07-2024,,In Progress,15
TASK017904,PROJ04001,EMP0247,Site Visit,12-01-2024,10-02-2025,Completed,41
TASK017905,PROJ01420,EMP0132,Quality Check,28-10-2024,,Completed,84
TASK017906,PROJ01618,EMP0122,Quality Check,28-12-2024,24-07-2025,Pending,35
TASK017907,PROJ01847,EMP0024,Installation,15-03-2024,08-03-2025,completed,0
TASK017908,PROJ02030,EMP0003,Design Approval,18-01-2024,03-06-2025,Pending,45
TASK017909,PROJ04161,EMP0045,Design Approval,27-08-2024,25-03-2025,In Progress,10
TASK017910,PROJ03214,EMP0001,Material Procurement,18-10-2024,23-08-2025,Completed,45
TASK017911,PROJ01579,EMP0268,Design Approval,26-04-2024,23-10-2025,Pending,46
TASK017912,PROJ02090,EMP0299,Quality Check,24-09-2024,,Completed,60
TASK017913,PROJ04258,EMP0226,Quality Check,07-09-2024,,Delayed,75
TASK017914,PROJ02064,EMP0208,Handover,15-01-2024,,Pending,17
TASK017915,PROJ03727,EMP0296,Material Procurement,13-11-2024,09-08-2025,completed,22
TASK017916,PROJ03561,EMP0191,Installation,27-07-2024,04-01-2025,In Progress,6
TASK017917,PROJ00832,EMP0243,Material Procurement,05-06-2024,11-07-2025,Completed,76
TASK017918,PROJ03952,EMP0188,Handover,05-10-2024,09-07-2025,Completed,93
TASK017919,PROJ00080,EMP0171,Material Procurement,25-04-2024,11-08-2025,completed,35
TASK017920,PROJ03779,EMP0126,Installation,11-08-2024,15-02-2025,In Progress,96
TASK017921,PROJ01473,EMP0219,Handover,08-04-2024,13-01-2025,In Progress,73
TASK017922,PROJ00506,EMP0015,Site Visit,14-06-2024,,In Progress,79
TASK017923,PROJ00069,EMP0213,Design Approval,01-04-2024,19-06-2025,completed,29
TASK017924,PROJ04724,EMP0084,Handover,07-06-2024,09-11-2025,completed,26
TASK017925,PROJ01011,EMP0089,Handover,05-03-2024,14-11-2025,completed,43
TASK017926,PROJ01154,EMP0030,Installation,15-10-2024,07-03-2025,Pending,41
TASK017927,PROJ04849,EMP0209,Installation,24-08-2024,01-07-2025,Delayed,3
TASK017928,PROJ02349,EMP0150,Handover,15-03-2024,27-09-2025,completed,28
TASK017929,PROJ04117,EMP0148,Quality Check,14-03-2024,21-05-2025,Pending,28
TASK017930,PROJ02279,EMP0285,Handover,21-10-2024,02-07-2025,Delayed,80
TASK017931,PROJ02120,EMP0051,Quality Check,07-01-2024,12-11-2025,completed,57
TASK017932,PROJ04492,EMP0090,Handover,28-04-2024,18-03-2025,Pending,52
TASK017933,PROJ03862,EMP0044,Material Procurement,06-10-2024,21-02-2025,Pending,38
TASK017934,PROJ03821,EMP0129,Installation,10-10-2024,21-03-2025,Delayed,23
TASK017935,PROJ01528,EMP0263,Quality Check,14-10-2024,28-07-2025,Completed,95
TASK017936,PROJ04876,EMP0105,Handover,27-05-2024,17-05-2025,Completed,44
TASK017937,PROJ03702,EMP0103,Material Procurement,14-04-2024,,Completed,83
TASK017938,PROJ00775,EMP0222,Handover,24-05-2024,04-12-2025,Delayed,73
TASK017939,PROJ04809,EMP0238,Handover,06-11-2024,18-05-2025,Pending,79
TASK017940,PROJ00328,EMP0115,Design Approval,11-06-2024,,Delayed,72
TASK017941,PROJ00412,EMP0135,Design Approval,26-06-2024,24-06-2025,Completed,28
TASK017942,PROJ04092,EMP0213,Handover,20-06-2024,13-02-2025,Delayed,71
TASK017943,PROJ02057,EMP0113,Material Procurement,16-02-2024,21-01-2025,completed,27
TASK017944,PROJ04213,EMP0019,Site Visit,18-07-2024,08-11-2025,Completed,9
TASK017945,PROJ04929,EMP0018,Installation,27-07-2024,,completed,27
TASK017946,PROJ00680,EMP0117,Design Approval,03-05-2024,,completed,56
TASK017947,PROJ01107,EMP0072,Design Approval,18-10-2024,11-03-2025,completed,0
TASK017948,PROJ04489,EMP0102,Design Approval,13-12-2024,13-08-2025,completed,100
TASK017949,PROJ04635,EMP0193,Design Approval,18-11-2024,,Pending,55
TASK017950,PROJ04971,EMP0016,Handover,05-10-2024,26-06-2025,completed,54
TASK017951,PROJ02485,EMP0016,Site Visit,14-04-2024,10-09-2025,Pending,47
TASK017952,PROJ02506,EMP0102,Site Visit,23-12-2024,25-12-2025,Delayed,29
TASK017953,PROJ04442,EMP0142,Material Procurement,19-09-2024,20-05-2025,Completed,87
TASK017954,PROJ01404,EMP0281,Material Procurement,28-05-2024,04-11-2025,completed,66
TASK017955,PROJ00334,EMP0225,Installation,05-04-2024,24-10-2025,completed,44
TASK017956,PROJ02239,EMP0144,Site Visit,17-12-2024,18-11-2025,In Progress,7
TASK017957,PROJ03062,EMP0026,Installation,21-03-2024,14-01-2025,Completed,21
TASK017958,PROJ02879,EMP0109,Handover,23-01-2024,,Delayed,60
TASK017959,PROJ04249,EMP0169,Design Approval,23-09-2024,26-09-2025,Delayed,20
TASK017960,PROJ01056,EMP0233,Design Approval,27-02-2024,18-04-2025,completed,40
TASK017961,PROJ00336,EMP0010,Installation,10-08-2024,07-10-2025,Completed,93
TASK017962,PROJ01321,EMP0239,Design Approval,07-03-2024,05-03-2025,Delayed,46
TASK017963,PROJ02242,EMP0031,Material Procurement,14-07-2024,28-02-2025,Completed,20
TASK017964,PROJ00441,EMP0174,Material Procurement,02-01-2024,26-07-2025,completed,3
TASK017965,PROJ02608,EMP0286,Material Procurement,19-06-2024,22-05-2025,In Progress,59
TASK017966,PROJ03464,EMP0117,Installation,19-06-2024,,Delayed,63
TASK017967,PROJ04774,EMP0070,Design Approval,10-04-2024,28-05-2025,Delayed,34
TASK017968,PROJ00844,EMP0023,Handover,07-03-2024,05-06-2025,Completed,72
TASK017969,PROJ01623,EMP0096,Handover,24-12-2024,,In Progress,79
TASK017970,PROJ03856,EMP0078,Site Visit,02-01-2024,19-08-2025,completed,78
TASK017971,PROJ02534,EMP0097,Installation,24-12-2024,20-10-2025,Pending,11
TASK017972,PROJ04627,EMP0076,Quality Check,28-08-2024,06-10-2025,In Progress,99
TASK017973,PROJ02893,EMP0152,Site Visit,19-05-2024,27-02-2025,Delayed,16
TASK017974,PROJ01888,EMP0266,Design Approval,04-10-2024,02-12-2025,completed,44
TASK017975,PROJ00232,EMP0075,Quality Check,01-04-2024,10-12-2025,In Progress,59
TASK017976,PROJ00937,EMP0137,Site Visit,14-07-2024,,Pending,71
TASK017977,PROJ01005,EMP0296,Quality Check,21-01-2024,03-01-2025,Pending,21
TASK017978,PROJ00140,EMP0040,Site Visit,14-06-2024,13-01-2025,Delayed,47
TASK017979,PROJ02916,EMP0218,Installation,22-08-2024,,In Progress,36
TASK017980,PROJ01871,EMP0028,Handover,01-01-2024,28-06-2025,Pending,44
TASK017981,PROJ02017,EMP0207,Design Approval,27-08-2024,18-11-2025,Delayed,99
TASK017982,PROJ02262,EMP0006,Material Procurement,12-03-2024,12-08-2025,Completed,3
TASK017983,PROJ03596,EMP0053,Material Procurement,03-09-2024,26-04-2025,completed,21
TASK017984,PROJ02411,EMP0223,Quality Check,18-05-2024,18-09-2025,completed,97
TASK017985,PROJ00828,EMP0231,Site Visit,06-08-2024,,Pending,71
TASK017986,PROJ01400,EMP0264,Material Procurement,27-09-2024,25-01-2025,Delayed,39
TASK017987,PROJ03969,EMP0224,Site Visit,17-06-2024,,Delayed,53
TASK017988,PROJ01731,EMP0225,Material Procurement,09-11-2024,08-03-2025,completed,48
TASK017989,PROJ04517,EMP0261,Design Approval,26-01-2024,15-12-2025,Pending,9
TASK017990,PROJ03512,EMP0081,Quality Check,09-12-2024,09-12-2025,Pending,46
TASK017991,PROJ01661,EMP0292,Design Approval,28-01-2024,03-07-2025,In Progress,91
TASK017992,PROJ03053,EMP0268,Installation,21-03-2024,18-11-2025,Completed,79
TASK017993,PROJ03962,EMP0102,Design Approval,10-04-2024,04-02-2025,completed,47
TASK017994,PROJ04992,EMP0262,Installation,18-09-2024,,completed,33
TASK017995,PROJ01951,EMP0056,Installation,16-03-2024,12-12-2025,In Progress,90
TASK017996,PROJ02209,EMP0090,Installation,14-06-2024,25-05-2025,Pending,28
TASK017997,PROJ03615,EMP0181,Material Procurement,01-06-2024,01-06-2025,completed,81
TASK017998,PROJ04677,EMP0259,Material Procurement,22-10-2024,11-09-2025,Pending,89
TASK017999,PROJ04735,EMP0210,Installation,02-01-2024,05-03-2025,In Progress,83
TASK018000,PROJ02363,EMP0154,Design Approval,22-09-2024,13-04-2025,Pending,91
TASK018001,PROJ03824,EMP0033,Design Approval,10-06-2024,01-09-2025,Pending,66
TASK018002,PROJ04783,EMP0021,Handover,05-01-2024,13-07-2025,completed,15
TASK018003,PROJ01906,EMP0138,Design Approval,06-12-2024,,Delayed,21
TASK018004,PROJ00205,EMP0072,Quality Check,11-02-2024,,Completed,39
TASK018005,PROJ02930,EMP0233,Material Procurement,06-04-2024,11-04-2025,Pending,64
TASK018006,PROJ01577,EMP0091,Design Approval,15-06-2024,22-09-2025,Completed,70
TASK018007,PROJ03044,EMP0054,Handover,24-04-2024,06-03-2025,In Progress,25
TASK018008,PROJ03225,EMP0076,Installation,12-06-2024,25-07-2025,Completed,78
TASK018009,PROJ00282,EMP0104,Material Procurement,02-09-2024,,Pending,51
TASK018010,PROJ04382,EMP0008,Quality Check,03-08-2024,09-11-2025,completed,7
TASK018011,PROJ03381,EMP0200,Site Visit,21-06-2024,01-01-2025,In Progress,56
TASK018012,PROJ03896,EMP0027,Quality Check,16-05-2024,22-10-2025,Completed,25
TASK018013,PROJ03807,EMP0263,Material Procurement,28-06-2024,12-06-2025,In Progress,50
TASK018014,PROJ03827,EMP0260,Quality Check,17-09-2024,,Completed,69
TASK018015,PROJ02126,EMP0073,Handover,23-04-2024,17-09-2025,Pending,30
TASK018016,PROJ00534,EMP0136,Site Visit,26-06-2024,18-06-2025,Completed,78
TASK018017,PROJ00123,EMP0058,Site Visit,22-05-2024,15-01-2025,In Progress,62
TASK018018,PROJ00380,EMP0066,Handover,05-10-2024,04-06-2025,In Progress,62
TASK018019,PROJ00180,EMP0081,Design Approval,18-08-2024,16-06-2025,Delayed,43
TASK018020,PROJ01894,EMP0046,Site Visit,05-03-2024,13-09-2025,In Progress,38
TASK018021,PROJ02651,EMP0093,Installation,19-06-2024,16-03-2025,Delayed,12
TASK018022,PROJ02805,EMP0071,Installation,23-04-2024,15-11-2025,Pending,58
TASK018023,PROJ01812,EMP0167,Quality Check,16-08-2024,09-02-2025,Delayed,68
TASK018024,PROJ03138,EMP0281,Handover,11-12-2024,20-12-2025,In Progress,97
TASK018025,PROJ01587,EMP0151,Material Procurement,15-01-2024,16-08-2025,Delayed,17
TASK018026,PROJ02416,EMP0206,Material Procurement,12-11-2024,,In Progress,18
TASK018027,PROJ01912,EMP0054,Installation,10-04-2024,05-04-2025,Pending,36
TASK018028,PROJ03902,EMP0143,Site Visit,27-04-2024,22-02-2025,In Progress,39
TASK018029,PROJ00817,EMP0068,Quality Check,03-03-2024,28-04-2025,Delayed,90
TASK018030,PROJ04661,EMP0262,Design Approval,16-09-2024,20-01-2025,Completed,4
TASK018031,PROJ03849,EMP0219,Handover,15-05-2024,,Pending,66
TASK018032,PROJ01777,EMP0195,Handover,19-09-2024,16-08-2025,In Progress,51
TASK018033,PROJ03999,EMP0163,Quality Check,01-07-2024,24-10-2025,Pending,85
TASK018034,PROJ00604,EMP0076,Site Visit,20-04-2024,09-09-2025,completed,95
TASK018035,PROJ02441,EMP0078,Material Procurement,01-01-2024,03-10-2025,Pending,88
TASK018036,PROJ00446,EMP0030,Installation,04-09-2024,19-03-2025,Pending,77
TASK018037,PROJ00626,EMP0014,Material Procurement,26-11-2024,26-04-2025,Completed,81
TASK018038,PROJ04879,EMP0001,Quality Check,26-03-2024,15-10-2025,Delayed,5
TASK018039,PROJ02335,EMP0169,Handover,07-12-2024,,completed,11
TASK018040,PROJ04098,EMP0033,Handover,27-06-2024,06-09-2025,In Progress,100
TASK018041,PROJ02640,EMP0063,Installation,22-10-2024,,Completed,69
TASK018042,PROJ00209,EMP0024,Quality Check,09-02-2024,27-10-2025,Delayed,49
TASK018043,PROJ03185,EMP0218,Site Visit,25-12-2024,,Delayed,52
TASK018044,PROJ01192,EMP0119,Installation,08-12-2024,07-11-2025,In Progress,5
TASK018045,PROJ02819,EMP0092,Installation,05-09-2024,26-04-2025,completed,19
TASK018046,PROJ01967,EMP0186,Quality Check,18-09-2024,14-07-2025,Completed,84
TASK018047,PROJ00094,EMP0056,Quality Check,14-06-2024,05-01-2025,Delayed,75
TASK018048,PROJ02619,EMP0293,Design Approval,10-12-2024,05-11-2025,completed,76
TASK018049,PROJ00251,EMP0297,Handover,22-05-2024,18-10-2025,In Progress,50
TASK018050,PROJ02236,EMP0091,Handover,27-01-2024,,Delayed,63
TASK018051,PROJ04460,EMP0183,Design Approval,26-08-2024,18-07-2025,Delayed,76
TASK018052,PROJ03710,EMP0144,Site Visit,10-06-2024,20-07-2025,Completed,75
TASK018053,PROJ01961,EMP0117,Site Visit,16-04-2024,10-03-2025,Pending,23
TASK018054,PROJ02620,EMP0236,Handover,02-10-2024,27-05-2025,Pending,95
TASK018055,PROJ01706,EMP0021,Design Approval,05-11-2024,15-04-2025,Delayed,83
TASK018056,PROJ03122,EMP0001,Site Visit,21-08-2024,14-08-2025,completed,26
TASK018057,PROJ00201,EMP0199,Installation,09-06-2024,28-04-2025,Completed,19
TASK018058,PROJ02641,EMP0272,Quality Check,03-03-2024,,Completed,2
TASK018059,PROJ00033,EMP0298,Design Approval,11-12-2024,05-02-2025,In Progress,1
TASK018060,PROJ00433,EMP0231,Site Visit,16-01-2024,11-12-2025,Delayed,73
TASK018061,PROJ00688,EMP0016,Handover,01-09-2024,08-12-2025,In Progress,5
TASK018062,PROJ04798,EMP0194,Design Approval,27-05-2024,18-05-2025,completed,76
TASK018063,PROJ01776,EMP0237,Handover,26-06-2024,23-11-2025,Completed,34
TASK018064,PROJ04391,EMP0090,Site Visit,01-06-2024,,Completed,45
TASK018065,PROJ02511,EMP0204,Site Visit,09-06-2024,03-11-2025,Pending,57
TASK018066,PROJ01297,EMP0212,Design Approval,25-06-2024,21-12-2025,Completed,55
TASK018067,PROJ03926,EMP0289,Design Approval,22-11-2024,08-09-2025,completed,25
TASK018068,PROJ02565,EMP0172,Installation,27-05-2024,,In Progress,61
TASK018069,PROJ01828,EMP0290,Material Procurement,06-07-2024,24-06-2025,Completed,55
TASK018070,PROJ02828,EMP0196,Site Visit,14-07-2024,15-07-2025,Delayed,95
TASK018071,PROJ03153,EMP0185,Site Visit,19-03-2024,12-08-2025,In Progress,37
TASK018072,PROJ00591,EMP0215,Design Approval,26-06-2024,09-05-2025,Delayed,73
TASK018073,PROJ01054,EMP0044,Design Approval,07-11-2024,22-03-2025,In Progress,4
TASK018074,PROJ02641,EMP0197,Material Procurement,11-10-2024,15-10-2025,Delayed,33
TASK018075,PROJ04864,EMP0062,Material Procurement,01-02-2024,,completed,81
TASK018076,PROJ04516,EMP0041,Site Visit,23-09-2024,11-05-2025,Pending,67
TASK018077,PROJ02511,EMP0011,Material Procurement,11-05-2024,13-12-2025,Completed,74
TASK018078,PROJ03375,EMP0130,Material Procurement,15-02-2024,,In Progress,99
TASK018079,PROJ03267,EMP0228,Site Visit,23-01-2024,11-07-2025,Completed,55
TASK018080,PROJ01477,EMP0175,Site Visit,10-11-2024,14-04-2025,Delayed,90
TASK018081,PROJ02069,EMP0097,Installation,12-10-2024,19-11-2025,completed,99
TASK018082,PROJ03920,EMP0150,Quality Check,19-10-2024,09-12-2025,completed,17
TASK018083,PROJ04758,EMP0169,Material Procurement,27-10-2024,26-02-2025,completed,63
TASK018084,PROJ04240,EMP0194,Design Approval,27-06-2024,27-03-2025,completed,70
TASK018085,PROJ04126,EMP0051,Design Approval,06-05-2024,28-07-2025,In Progress,33
TASK018086,PROJ01806,EMP0012,Installation,19-01-2024,,Completed,37
TASK018087,PROJ02044,EMP0242,Installation,02-01-2024,06-05-2025,Pending,51
TASK018088,PROJ01776,EMP0053,Installation,28-04-2024,12-02-2025,Pending,57
TASK018089,PROJ00582,EMP0269,Site Visit,07-12-2024,17-04-2025,Delayed,45
TASK018090,PROJ04767,EMP0258,Design Approval,09-07-2024,24-09-2025,Pending,18
TASK018091,PROJ00680,EMP0175,Handover,22-12-2024,13-11-2025,Completed,61
TASK018092,PROJ04930,EMP0134,Installation,12-07-2024,13-12-2025,Pending,76
TASK018093,PROJ01910,EMP0103,Handover,15-10-2024,10-03-2025,In Progress,90
TASK018094,PROJ01719,EMP0005,Site Visit,05-12-2024,23-08-2025,Delayed,55
TASK018095,PROJ00910,EMP0136,Site Visit,23-02-2024,27-01-2025,Pending,18
TASK018096,PROJ03749,EMP0284,Handover,03-09-2024,02-09-2025,Completed,90
TASK018097,PROJ02052,EMP0217,Quality Check,11-01-2024,09-11-2025,Delayed,45
TASK018098,PROJ02321,EMP0043,Installation,19-02-2024,02-10-2025,Delayed,15
TASK018099,PROJ03290,EMP0128,Handover,26-05-2024,20-08-2025,completed,82
TASK018100,PROJ01128,EMP0176,Installation,27-08-2024,10-06-2025,completed,3
TASK018101,PROJ03365,EMP0073,Handover,18-06-2024,26-02-2025,completed,26
TASK018102,PROJ03472,EMP0081,Quality Check,07-07-2024,18-07-2025,In Progress,13
TASK018103,PROJ00849,EMP0090,Site Visit,17-09-2024,02-03-2025,Delayed,65
TASK018104,PROJ03447,EMP0186,Quality Check,21-02-2024,22-09-2025,Pending,46
TASK018105,PROJ02107,EMP0260,Installation,24-01-2024,17-07-2025,Delayed,97
TASK018106,PROJ03659,EMP0203,Site Visit,17-10-2024,10-04-2025,Pending,70
TASK018107,PROJ00825,EMP0095,Installation,13-05-2024,25-03-2025,Completed,80
TASK018108,PROJ04861,EMP0188,Quality Check,15-04-2024,19-11-2025,In Progress,15
TASK018109,PROJ03597,EMP0048,Site Visit,07-12-2024,13-10-2025,In Progress,53
TASK018110,PROJ02298,EMP0231,Handover,17-09-2024,16-01-2025,Delayed,41
TASK018111,PROJ04723,EMP0079,Quality Check,10-04-2024,16-02-2025,completed,1
TASK018112,PROJ00776,EMP0186,Handover,05-11-2024,20-05-2025,Delayed,86
TASK018113,PROJ02712,EMP0135,Design Approval,24-06-2024,01-04-2025,completed,35
TASK018114,PROJ03643,EMP0254,Material Procurement,28-07-2024,09-07-2025,completed,29
TASK018115,PROJ02282,EMP0175,Design Approval,26-06-2024,20-05-2025,Delayed,53
TASK018116,PROJ00601,EMP0015,Quality Check,27-10-2024,13-06-2025,Delayed,86
TASK018117,PROJ01240,EMP0136,Quality Check,17-11-2024,01-03-2025,Pending,66
TASK018118,PROJ01034,EMP0124,Quality Check,09-08-2024,,Pending,36
TASK018119,PROJ03505,EMP0171,Material Procurement,22-10-2024,14-10-2025,Completed,22
TASK018120,PROJ00805,EMP0297,Material Procurement,20-06-2024,02-09-2025,In Progress,12
TASK018121,PROJ01612,EMP0257,Quality Check,05-10-2024,27-03-2025,Delayed,96
TASK018122,PROJ02555,EMP0208,Material Procurement,20-04-2024,17-06-2025,Delayed,87
TASK018123,PROJ04019,EMP0137,Handover,06-04-2024,12-12-2025,Delayed,20
TASK018124,PROJ03418,EMP0260,Handover,26-08-2024,06-04-2025,Completed,15
TASK018125,PROJ04959,EMP0033,Handover,21-04-2024,22-12-2025,completed,45
TASK018126,PROJ02523,EMP0048,Material Procurement,08-01-2024,04-04-2025,Delayed,48
TASK018127,PROJ04849,EMP0085,Site Visit,17-03-2024,17-04-2025,In Progress,62
TASK018128,PROJ02657,EMP0022,Material Procurement,24-01-2024,03-07-2025,In Progress,35
TASK018129,PROJ02104,EMP0172,Quality Check,22-12-2024,27-08-2025,completed,38
TASK018130,PROJ03489,EMP0081,Quality Check,12-06-2024,12-06-2025,Completed,78
TASK018131,PROJ02464,EMP0236,Material Procurement,06-06-2024,12-03-2025,In Progress,16
TASK018132,PROJ02424,EMP0128,Handover,26-10-2024,19-02-2025,Delayed,38
TASK018133,PROJ01429,EMP0218,Material Procurement,22-12-2024,21-05-2025,Completed,30
TASK018134,PROJ00767,EMP0086,Site Visit,22-07-2024,19-12-2025,Completed,57
TASK018135,PROJ04240,EMP0282,Quality Check,17-05-2024,19-05-2025,Completed,87
TASK018136,PROJ03459,EMP0290,Handover,09-08-2024,25-02-2025,Pending,75
TASK018137,PROJ00327,EMP0243,Quality Check,26-12-2024,12-06-2025,Completed,70
TASK018138,PROJ02733,EMP0251,Site Visit,08-11-2024,20-04-2025,Pending,27
TASK018139,PROJ02676,EMP0201,Quality Check,16-03-2024,16-03-2025,Completed,33
TASK018140,PROJ02814,EMP0067,Material Procurement,28-09-2024,02-09-2025,Delayed,53
TASK018141,PROJ03915,EMP0143,Handover,18-07-2024,16-07-2025,Delayed,54
TASK018142,PROJ03904,EMP0105,Material Procurement,16-04-2024,18-02-2025,Delayed,67
TASK018143,PROJ00805,EMP0280,Material Procurement,12-10-2024,19-11-2025,completed,77
TASK018144,PROJ00301,EMP0242,Installation,19-01-2024,20-10-2025,Pending,42
TASK018145,PROJ02268,EMP0180,Installation,14-11-2024,01-11-2025,Delayed,15
TASK018146,PROJ03912,EMP0074,Handover,18-08-2024,19-12-2025,Pending,58
TASK018147,PROJ01110,EMP0093,Site Visit,04-10-2024,09-03-2025,Pending,92
TASK018148,PROJ03624,EMP0022,Quality Check,19-11-2024,28-02-2025,Delayed,62
TASK018149,PROJ04285,EMP0078,Quality Check,11-12-2024,07-04-2025,completed,14
TASK018150,PROJ03368,EMP0027,Installation,02-07-2024,18-04-2025,Completed,23
TASK018151,PROJ01435,EMP0164,Material Procurement,26-08-2024,07-09-2025,Delayed,43
TASK018152,PROJ03189,EMP0051,Quality Check,18-09-2024,12-11-2025,Delayed,92
TASK018153,PROJ03929,EMP0244,Quality Check,25-02-2024,,completed,88
TASK018154,PROJ02038,EMP0117,Design Approval,28-04-2024,08-10-2025,completed,91
TASK018155,PROJ02757,EMP0195,Design Approval,16-06-2024,16-08-2025,Delayed,92
TASK018156,PROJ04751,EMP0299,Installation,22-11-2024,,completed,25
TASK018157,PROJ00980,EMP0294,Design Approval,28-04-2024,22-02-2025,completed,22
TASK018158,PROJ03626,EMP0102,Handover,08-08-2024,26-10-2025,Completed,56
