project_id,customer_id,designer_id,city_id,project_type,start_date,completion_date,project_status,project_budget
PROJ04189,CUS004594,DES001,C140,2BHK,2024-10-20,2025-07-14,Delayed,1473968
PROJ04190,CUS001610,DES083,C115,Kitchen,2024-04-13,2025-06-07,Planning,1710926
PROJ04191,CUS001297,DES107,C203,Kitchen,2024-06-14,2025-01-14,Completed,3073855
PROJ04192,CUS001548,DES104,C054,Kitchen,2024-06-26,2025-03-07,Planning,1142414
PROJ04193,CUS001920,DES142,C159,2BHK,2024-05-10,,Completed,3453786
PROJ04194,CUS000342,DES114,C002,Office,2024-09-07,,completed,3628614
PROJ04195,CUS002219,DES134,C167,Office,2024-10-09,2025-10-19,Installation,3707984
PROJ04196,CUS000999,DES148,C133,Villa,2024-04-08,2025-04-25,completed,1500131
PROJ04197,CUS001112,DES033,C138,Villa,2024-06-15,,Installation,1359522
PROJ04198,CUS001306,DES136,C118,Kitchen,2024-01-04,2025-02-09,Planning,3806285
PROJ04199,CUS001855,DES027,C097,Villa,2024-10-16,2025-01-21,Installation,2355330
PROJ04200,CUS000050,DES117,C068,3BHK,06/10/2024,2025-11-21,Installation,1855913
PROJ04201,CUS001207,DES016,C122,Kitchen,2024-03-15,2025-07-24,Design Phase,2994894
PROJ04202,CUS000673,DES065,C232,Villa,2024-12-12,2025-09-18,Delayed,4729044
PROJ04203,CUS001822,DES063,C045,Kitchen,2024-11-23,2025-10-11,Installation,3203732
PROJ04204,CUS003593,DES072,C053,2BHK,2024-03-04,2025-01-22,Completed,3378083
PROJ04205,CUS000118,DES149,C116,Office,2024-08-07,,Delayed,3761803
PROJ04206,CUS002903,DES073,C233,2BHK,2024-09-15,2025-06-19,Design Phase,4817843
PROJ04207,CUS000242,DES112,C076,Villa,2024-10-23,2025-08-07,completed,3914335
PROJ04208,CUS003287,DES086,C124,3BHK,2024-03-09,,Installation,4723672
PROJ04209,CUS004772,DES102,C055,Office,2024-04-26,2025-07-24,Completed,2835731
PROJ04210,CUS001858,DES014,C201,Kitchen,2024-10-17,2025-03-08,Planning,3166685
PROJ04211,CUS003832,DES129,C076,Villa,2024-06-21,2025-11-01,Completed,459683
PROJ04212,CUS001191,DES103,C218,Kitchen,2024-07-20,2025-11-12,Planning,313392
PROJ04213,CUS000382,DES024,C167,Office,2024-05-21,2025-12-09,Completed,3159260
PROJ04214,CUS000154,DES062,C142,Kitchen,2024-10-08,,Delayed,1063575
PROJ04215,CUS004650,DES117,C234,Kitchen,2024-12-15,,Installation,4253000
PROJ04216,CUS002266,DES150,C067,2BHK,2024-05-05,2025-06-21,Planning,2626425
PROJ04217,CUS002320,DES125,C086,3BHK,2024-06-21,2025-06-21,Planning,2531163
PROJ04218,CUS002137,DES002,C024,Office,2024-01-04,2025-03-21,Planning,1310264
PROJ04219,CUS003938,DES137,C037,Villa,2024-01-07,2025-04-18,Installation,1970778
PROJ04220,CUS003385,DES077,C083,Villa,2024-06-05,2025-03-17,Installation,3663969
PROJ04221,CUS003679,DES113,C077,2BHK,2024-06-23,2025-05-13,Installation,4482862
PROJ04222,CUS002824,DES012,C089,Kitchen,2024-03-26,2025-11-09,Completed,249291
PROJ04223,CUS000082,DES032,C020,Kitchen,2024-08-27,,completed,2485116
PROJ04224,CUS001725,DES126,C028,Villa,2024-11-27,2025-06-19,completed,4179827
PROJ04225,CUS000982,DES003,C229,Kitchen,2024-07-19,2025-06-14,Completed,4352526
PROJ04226,CUS004884,DES079,C074,Kitchen,2024-12-02,2025-07-24,Delayed,4002660
PROJ04227,CUS002671,DES022,C132,2BHK,2024-02-09,2025-07-10,completed,3603066
PROJ04228,CUS003911,DES143,C192,3BHK,2024-08-08,2025-09-26,Installation,3354881
PROJ04229,CUS004171,DES055,C228,Villa,2024-09-04,2025-04-02,completed,4427741
PROJ04230,CUS004960,DES016,C088,2BHK,06/11/2024,2025-01-27,Planning,4615550
PROJ04231,CUS004566,DES029,C025,3BHK,2024-09-13,2025-11-15,completed,2683214
PROJ04232,CUS001836,DES076,C035,3BHK,2024-01-01,2025-04-28,Planning,3920556
PROJ04233,CUS003245,DES130,C059,2BHK,2024-10-18,,Delayed,2662255
PROJ04234,CUS002584,DES079,C209,Office,2024-11-09,2025-01-25,Completed,4133879
PROJ04235,CUS003955,DES086,C109,3BHK,2024-04-09,2025-11-09,completed,3350232
PROJ04236,CUS004411,DES132,C079,3BHK,2024-06-06,,completed,252218
PROJ04237,CUS001711,DES025,C006,Kitchen,2024-04-15,2025-02-18,Design Phase,4846501
PROJ04238,CUS001876,DES100,C208,Office,2024-02-15,2025-02-13,Planning,3847298
PROJ04239,CUS001179,DES004,C059,Villa,2024-07-08,2025-03-15,Planning,2065953
PROJ04240,CUS000469,DES003,C076,Villa,2024-08-26,2025-09-06,Installation,4043996
PROJ04241,CUS004402,DES034,C090,3BHK,2024-04-05,,Installation,1974637
PROJ04242,CUS000669,DES098,C036,Kitchen,2024-01-24,2025-09-20,completed,2280790
PROJ04243,CUS000872,DES015,C115,Office,2024-03-03,2025-11-11,Completed,3885665
PROJ04244,CUS000915,DES006,C100,3BHK,2024-07-11,2025-03-10,Design Phase,2498290
PROJ04245,CUS000015,DES062,C030,3BHK,2024-10-13,2025-06-02,completed,4873078
PROJ04246,CUS003537,DES101,C220,2BHK,2024-02-06,,Planning,4035080
PROJ04247,CUS002167,DES123,C127,Kitchen,2024-03-21,,Completed,4683064
PROJ04248,CUS000423,DES144,C062,Villa,2024-07-21,2025-06-08,Planning,3338959
PROJ04249,CUS002705,DES088,C248,2BHK,2024-07-10,2025-03-02,Delayed,4294949
PROJ04250,CUS004449,DES123,C208,2BHK,2024-04-17,,completed,2400966
PROJ04251,CUS004604,DES019,C230,Kitchen,2024-10-11,,Completed,558094
PROJ04252,CUS004181,DES059,C148,3BHK,2024-04-02,,Planning,4248895
PROJ04253,CUS000531,DES020,C135,2BHK,2024-03-28,,Delayed,3492277
PROJ04254,CUS002652,DES141,C202,Villa,2024-02-24,,Installation,3364309
PROJ04255,CUS000865,DES030,C157,Villa,2024-09-04,,Installation,1500907
PROJ04256,CUS000396,DES032,C227,2BHK,2024-06-23,2025-09-01,completed,3841402
PROJ04257,CUS001857,DES037,C074,Villa,2024-05-10,2025-10-19,Installation,4003606
PROJ04258,CUS003944,DES097,C083,Villa,2024-07-24,2025-06-24,Planning,736353
PROJ04259,CUS004545,DES093,C065,3BHK,2024-08-19,2025-05-05,completed,2355237
PROJ04260,CUS000576,DES040,C224,Office,08/04/2024,2025-05-01,Planning,1315444
PROJ04261,CUS001134,DES070,C234,Office,2024-09-25,2025-01-24,Completed,3263380
PROJ04262,CUS003365,DES001,C019,2BHK,2024-12-09,,Planning,1246095
PROJ04263,CUS002487,DES122,C118,Kitchen,2024-04-07,2025-04-28,Completed,1918092
PROJ04264,CUS001600,DES110,C184,Kitchen,2024-02-15,2025-03-03,Installation,3595979
PROJ04265,CUS001621,DES123,C088,2BHK,2024-10-15,2025-02-05,Installation,432343
PROJ04266,CUS003358,DES015,C116,Office,2024-10-04,2025-10-01,Planning,4856694
PROJ04267,CUS001915,DES063,C172,Villa,2024-01-25,2025-07-07,Planning,3382875
PROJ04268,CUS001365,DES078,C234,Office,2024-08-15,,Installation,274230
PROJ04269,CUS000709,DES017,C115,Office,2024-11-27,2025-06-14,Delayed,995765
PROJ04270,CUS000074,DES148,C221,Office,2024-06-11,2025-05-03,Delayed,2134202
PROJ04271,CUS003820,DES114,C067,Office,2024-11-25,,Planning,424509
PROJ04272,CUS002560,DES077,C124,Kitchen,2024-08-17,2025-01-06,Delayed,4653932
PROJ04273,CUS001719,DES098,C027,2BHK,2024-07-19,,Completed,2049483
PROJ04274,CUS002622,DES040,C013,Villa,2024-06-08,2025-12-21,Installation,305423
PROJ04275,CUS002733,DES074,C154,3BHK,2024-10-08,2025-08-25,Completed,1686039
PROJ04276,CUS002913,DES032,C206,2BHK,2024-03-13,2025-10-14,Installation,2425775
PROJ04277,CUS003119,DES105,C190,3BHK,2024-10-01,2025-12-13,Design Phase,3185137
PROJ04278,CUS003874,DES039,C065,2BHK,2024-02-28,2025-02-18,Design Phase,1636725
PROJ04279,CUS003893,DES029,C060,3BHK,2024-09-08,2025-06-09,Delayed,2348083
PROJ04280,CUS001107,DES051,C159,2BHK,2024-10-06,2025-02-04,Planning,3303960
PROJ04281,CUS004512,DES072,C082,Kitchen,2024-02-18,2025-12-13,Completed,748883
PROJ04282,CUS000585,DES043,C056,2BHK,2024-04-18,2025-06-04,Installation,3500689
PROJ04283,CUS004579,DES111,C037,Kitchen,2024-12-24,2025-10-24,Completed,1412868
PROJ04284,CUS004265,DES062,C143,2BHK,2024-06-11,2025-06-20,Planning,315012
PROJ04285,CUS001613,DES045,C209,Office,2024-01-11,2025-03-23,Installation,4909600
PROJ04286,CUS001015,DES011,C072,Office,2024-05-20,2025-03-14,Design Phase,2677727
PROJ04287,CUS004736,DES141,C169,Office,2024-12-17,2025-05-17,Delayed,1300935
PROJ04288,CUS004156,DES006,C055,3BHK,2024-10-03,2025-08-13,Completed,1534737
PROJ04289,CUS001759,DES064,C201,Kitchen,2024-02-22,2025-12-02,completed,824837
PROJ04290,CUS000925,DES126,C085,Office,11/03/2024,,Design Phase,2012392
PROJ04291,CUS003739,DES105,C031,Office,2024-05-20,2025-09-19,Completed,1032344
PROJ04292,CUS002093,DES044,C049,Office,2024-01-13,2025-11-06,Design Phase,953112
PROJ04293,CUS000112,DES077,C057,Villa,2024-04-08,2025-09-08,Completed,666460
PROJ04294,CUS003849,DES150,C217,3BHK,2024-01-08,2025-02-12,Design Phase,3330952
PROJ04295,CUS001440,DES004,C123,2BHK,2024-12-16,2025-07-27,Delayed,4584586
PROJ04296,CUS002155,DES121,C034,Villa,2024-04-07,2025-05-24,Completed,772538
PROJ04297,CUS003808,DES025,C139,Villa,2024-02-26,2025-11-20,Completed,4775014
PROJ04298,CUS001464,DES104,C157,Kitchen,2024-12-09,2025-07-18,completed,3498802
PROJ04299,CUS000372,DES139,C158,Kitchen,2024-09-27,2025-02-24,Installation,2770606
PROJ04300,CUS004975,DES002,C179,3BHK,2024-10-28,2025-04-15,Design Phase,4422499
PROJ04301,CUS000298,DES003,C110,3BHK,2024-09-14,2025-04-25,Delayed,3008370
PROJ04302,CUS001775,DES112,C089,Kitchen,2024-10-07,2025-01-23,Installation,4803347
PROJ04303,CUS004828,DES149,C217,Office,2024-12-03,2025-01-02,Delayed,4509359
PROJ04304,CUS002636,DES073,C219,Office,2024-07-05,2025-11-26,Delayed,2868867
PROJ04305,CUS002113,DES147,C095,Villa,2024-03-25,2025-10-14,Planning,3198812
PROJ04306,CUS002593,DES048,C155,2BHK,2024-12-17,,Planning,3060237
PROJ04307,CUS004574,DES088,C193,Kitchen,2024-10-20,2025-11-28,Delayed,4933662
PROJ04308,CUS004187,DES086,C059,2BHK,2024-07-18,2025-07-26,Planning,1209254
PROJ04309,CUS003642,DES031,C163,2BHK,2024-08-23,2025-08-06,Completed,677988
PROJ04310,CUS002416,DES026,C005,2BHK,2024-07-17,2025-02-08,Planning,2153337
PROJ04311,CUS001455,DES050,C183,Office,2024-05-06,2025-08-19,Delayed,2866628
PROJ04312,CUS000505,DES067,C156,3BHK,2024-05-16,2025-12-05,Planning,459705
PROJ04313,CUS001152,DES004,C201,Kitchen,2024-05-08,,Completed,668357
PROJ04314,CUS003147,DES122,C073,2BHK,2024-11-09,2025-10-08,Completed,4890800
PROJ04315,CUS003170,DES001,C072,Villa,2024-11-19,2025-09-13,Delayed,1689027
PROJ04316,CUS001376,DES073,C013,Villa,2024-01-27,,Design Phase,4303790
PROJ04317,CUS003198,DES049,C075,Villa,2024-08-01,2025-12-11,Delayed,3312490
PROJ04318,CUS004875,DES062,C213,3BHK,2024-07-04,2025-03-05,completed,3026027
PROJ04319,CUS000758,DES079,C175,3BHK,2024-08-15,2025-04-21,Design Phase,4654098
PROJ04320,CUS003736,DES071,C081,Kitchen,20/05/2024,,Completed,2664688
PROJ04321,CUS001296,DES039,C188,Villa,2024-07-19,,Installation,1601391
PROJ04322,CUS001260,DES024,C170,Villa,2024-12-08,2025-11-24,Planning,2359048
PROJ04323,CUS003375,DES067,C104,3BHK,2024-02-23,2025-11-27,Delayed,1856047
PROJ04324,CUS003973,DES019,C116,3BHK,2024-06-07,,Planning,3078064
PROJ04325,CUS000424,DES051,C081,3BHK,2024-04-01,2025-10-27,Installation,1683473
PROJ04326,CUS003490,DES018,C214,2BHK,2024-11-05,2025-07-08,Installation,1025168
PROJ04327,CUS002642,DES032,C057,Kitchen,2024-07-03,2025-10-22,Completed,3533272
PROJ04328,CUS004301,DES054,C094,Villa,2024-10-19,2025-12-25,completed,1480514
PROJ04329,CUS002177,DES099,C076,2BHK,2024-11-05,2025-09-03,Design Phase,3039906
PROJ04330,CUS000937,DES021,C001,Villa,2024-09-07,2025-10-21,Design Phase,4308507
PROJ04331,CUS002512,DES102,C017,2BHK,2024-07-04,2025-10-08,Planning,4745350
PROJ04332,CUS002237,DES118,C244,3BHK,2024-01-08,2025-10-08,Delayed,3378862
PROJ04333,CUS003238,DES121,C181,Kitchen,2024-11-27,2025-09-02,Delayed,351497
PROJ04334,CUS001991,DES028,C235,Office,2024-01-23,2025-10-18,Planning,740261
PROJ04335,CUS002207,DES118,C230,Kitchen,2024-12-25,2025-08-12,Delayed,1817507
PROJ04336,CUS000995,DES069,C122,Kitchen,2024-04-10,2025-11-17,Delayed,810126
PROJ04337,CUS003263,DES150,C064,Villa,2024-09-05,2025-07-17,Installation,4652438
PROJ04338,CUS002936,DES146,C047,Villa,2024-12-25,,Planning,2433382
PROJ04339,CUS001332,DES033,C121,3BHK,2024-08-09,2025-05-19,Planning,4892464
PROJ04340,CUS004676,DES096,C027,2BHK,2024-01-24,2025-08-20,Planning,2231590
PROJ04341,CUS002711,DES009,C143,2BHK,2024-05-03,2025-06-23,Planning,2602516
PROJ04342,CUS001291,DES143,C219,Office,2024-11-15,2025-12-07,Completed,1531690
PROJ04343,CUS003315,DES112,C226,Villa,2024-09-22,,Delayed,746324
PROJ04344,CUS003952,DES020,C092,Office,2024-04-18,2025-10-09,Installation,4257749
PROJ04345,CUS003447,DES008,C118,2BHK,2024-03-23,2025-02-14,Design Phase,2043553
PROJ04346,CUS000541,DES131,C050,3BHK,2024-09-24,,Delayed,2421077
PROJ04347,CUS001379,DES083,C184,3BHK,2024-05-04,,completed,778553
PROJ04348,CUS002612,DES080,C047,2BHK,2024-04-23,2025-10-14,Design Phase,4592375
PROJ04349,CUS001702,DES131,C206,2BHK,2024-05-05,,Completed,3659744
PROJ04350,CUS004185,DES113,C229,3BHK,28/04/2024,2025-01-01,Completed,3136788
PROJ04351,CUS004102,DES148,C238,Kitchen,2024-07-03,2025-08-18,Design Phase,1897691
PROJ04352,CUS004402,DES091,C204,Kitchen,2024-01-07,2025-12-23,Completed,4449775
PROJ04353,CUS002083,DES035,C026,3BHK,2024-11-28,,Completed,1201195
PROJ04354,CUS001947,DES106,C098,Villa,2024-10-28,2025-03-08,Design Phase,4151969
PROJ04355,CUS004814,DES060,C204,Kitchen,2024-11-12,2025-07-11,Completed,3170305
PROJ04356,CUS000642,DES119,C114,Kitchen,2024-01-04,2025-08-22,Design Phase,2685364
PROJ04357,CUS003330,DES037,C120,3BHK,2024-07-24,2025-07-27,Design Phase,3861892
PROJ04358,CUS003731,DES146,C242,Villa,2024-08-25,2025-06-25,completed,1971026
PROJ04359,CUS003594,DES063,C052,3BHK,2024-10-20,2025-01-09,Delayed,1457564
PROJ04360,CUS003612,DES087,C093,3BHK,2024-11-07,2025-02-01,Design Phase,3182238
PROJ04361,CUS004422,DES139,C126,3BHK,2024-01-07,,Completed,2129001
PROJ04362,CUS001322,DES064,C217,Villa,2024-07-10,2025-09-01,Delayed,3962884
PROJ04363,CUS001835,DES031,C042,2BHK,2024-05-07,,Completed,2875504
PROJ04364,CUS004084,DES118,C136,Villa,2024-04-27,2025-05-20,Completed,1710056
PROJ04365,CUS003387,DES089,C203,3BHK,2024-10-11,,Completed,4868425
PROJ04366,CUS004096,DES059,C175,Kitchen,2024-02-15,,Design Phase,1966769
PROJ04367,CUS003976,DES078,C091,Kitchen,2024-07-04,2025-05-10,Planning,2746040
PROJ04368,CUS001134,DES111,C249,3BHK,2024-04-26,2025-09-24,Completed,1560086
PROJ04369,CUS002283,DES065,C210,2BHK,2024-08-25,,Installation,1007774
PROJ04370,CUS001103,DES118,C018,Kitchen,2024-06-10,2025-02-25,Planning,3983190
PROJ04371,CUS004172,DES139,C165,2BHK,2024-10-06,2025-01-16,Completed,2045093
PROJ04372,CUS000815,DES004,C181,Villa,2024-06-28,2025-08-20,Completed,2639977
PROJ04373,CUS001760,DES136,C039,Villa,2024-03-03,2025-02-04,Planning,1618388
PROJ04374,CUS000458,DES136,C046,Villa,2024-01-28,,Planning,2813676
PROJ04375,CUS003776,DES028,C141,Villa,2024-06-14,2025-07-10,Completed,2165910
PROJ04376,CUS004803,DES041,C163,2BHK,2024-04-06,,Completed,2341958
PROJ04377,CUS004759,DES087,C090,Villa,2024-12-16,2025-01-07,Design Phase,4025441
PROJ04378,CUS001623,DES094,C171,Office,2024-07-13,2025-07-27,completed,4376198
PROJ04379,CUS003539,DES010,C035,3BHK,2024-02-06,2025-12-28,Installation,2699459
PROJ04380,CUS003223,DES116,C019,2BHK,03/10/2024,2025-01-22,Delayed,3779731
PROJ04381,CUS003542,DES102,C244,Kitchen,2024-01-16,2025-11-23,Planning,1921949
PROJ04382,CUS003796,DES117,C197,3BHK,2024-06-23,2025-02-11,Completed,4370323
PROJ04383,CUS002360,DES096,C091,Office,2024-08-14,,Completed,3811535
PROJ04384,CUS004870,DES010,C220,Office,2024-08-12,2025-02-04,Design Phase,2357385
PROJ04385,CUS002910,DES111,C069,Office,2024-04-27,2025-10-03,Installation,2134218
PROJ04386,CUS000825,DES020,C213,2BHK,2024-02-23,2025-09-08,Planning,1729702
PROJ04387,CUS001201,DES025,C067,3BHK,2024-02-25,2025-11-15,Planning,4570324
PROJ04388,CUS001302,DES074,C161,2BHK,2024-10-23,2025-06-27,Installation,928156
PROJ04389,CUS002736,DES028,C144,Kitchen,2024-01-01,2025-11-07,Planning,1060300
PROJ04390,CUS004629,DES126,C096,2BHK,2024-07-06,2025-11-07,completed,659552
PROJ04391,CUS000255,DES005,C106,Kitchen,2024-02-10,2025-08-14,Delayed,2862686
PROJ04392,CUS002365,DES026,C236,Villa,2024-10-18,2025-09-28,Installation,3171388
PROJ04393,CUS000424,DES012,C003,Office,2024-04-13,2025-02-01,Completed,4528029
PROJ04394,CUS004781,DES002,C224,Kitchen,2024-12-22,2025-03-21,Installation,247578
PROJ04395,CUS002845,DES046,C003,Kitchen,2024-03-14,,Completed,3777528
PROJ04396,CUS001862,DES104,C154,Villa,2024-01-16,2025-08-18,Installation,2205845
PROJ04397,CUS003025,DES147,C001,Office,2024-01-20,2025-03-07,completed,1468738
PROJ04398,CUS003529,DES048,C017,2BHK,2024-05-10,,Delayed,3011682
PROJ04399,CUS002174,DES058,C103,3BHK,2024-11-11,,Delayed,1819737
PROJ04400,CUS004945,DES066,C159,Office,2024-03-13,2025-02-26,Design Phase,4929218
PROJ04401,CUS001871,DES071,C170,Kitchen,2024-11-01,2025-11-03,Design Phase,1497741
PROJ04402,CUS001394,DES112,C120,Villa,2024-04-04,2025-07-17,Delayed,4593745
PROJ04403,CUS004692,DES107,C234,Villa,2024-01-22,2025-10-23,Completed,3657688
PROJ04404,CUS000831,DES076,C011,3BHK,2024-01-28,,Design Phase,403833
PROJ04405,CUS004653,DES129,C043,Villa,2024-10-04,,Completed,4307189
PROJ04406,CUS003515,DES026,C076,Kitchen,2024-08-04,2025-04-25,Delayed,2050174
PROJ04407,CUS000292,DES037,C148,3BHK,2024-03-15,2025-04-19,Delayed,866507
PROJ04408,CUS000499,DES146,C164,2BHK,2024-10-23,2025-02-28,Planning,4894368
PROJ04409,CUS002928,DES125,C103,2BHK,2024-07-15,2025-05-19,Design Phase,1567611
PROJ04410,CUS003498,DES101,C073,2BHK,15/04/2024,2025-08-17,Installation,4621304
PROJ04411,CUS002637,DES093,C159,3BHK,2024-02-08,2025-06-23,completed,488895
PROJ04412,CUS002332,DES003,C045,3BHK,2024-10-28,,Delayed,2643469
PROJ04413,CUS001033,DES082,C028,2BHK,2024-11-28,2025-09-13,Delayed,3511154
PROJ04414,CUS002922,DES041,C165,3BHK,2024-06-07,2025-05-03,Design Phase,4983382
PROJ04415,CUS004654,DES047,C001,Office,2024-08-07,2025-07-07,Completed,3250914
PROJ04416,CUS000877,DES037,C107,Villa,2024-05-03,2025-10-19,Design Phase,3549609
PROJ04417,CUS000329,DES132,C116,Office,2024-10-22,2025-03-20,Design Phase,2889826
PROJ04418,CUS001236,DES085,C036,3BHK,2024-10-10,2025-04-13,Delayed,3207394
PROJ04419,CUS002727,DES083,C139,2BHK,2024-02-05,2025-05-24,completed,4206370
PROJ04420,CUS004776,DES072,C173,2BHK,2024-05-26,2025-06-16,Delayed,778430
PROJ04421,CUS000864,DES143,C193,Office,2024-04-15,2025-04-14,completed,1197764
PROJ04422,CUS000061,DES097,C207,2BHK,2024-10-03,2025-11-25,Completed,3095454
PROJ04423,CUS000224,DES006,C032,Office,2024-04-10,,Planning,625108
PROJ04424,CUS002196,DES011,C081,3BHK,2024-10-13,2025-09-12,Delayed,1622202
PROJ04425,CUS001525,DES056,C076,Kitchen,2024-03-11,2025-04-15,Planning,2106999
PROJ04426,CUS000679,DES066,C174,Villa,2024-04-27,2025-12-11,Installation,4382457
PROJ04427,CUS002972,DES028,C080,Kitchen,2024-06-09,,completed,896592
PROJ04428,CUS004944,DES106,C072,Kitchen,2024-04-26,2025-03-10,Installation,3702778
PROJ04429,CUS004294,DES093,C199,Villa,2024-04-07,2025-08-26,Planning,321866
PROJ04430,CUS002137,DES027,C118,Office,2024-11-12,2025-07-02,Installation,1047594
PROJ04431,CUS003591,DES122,C225,3BHK,2024-02-14,2025-02-27,completed,2852207
PROJ04432,CUS004340,DES082,C236,3BHK,2024-09-14,2025-07-15,Planning,553273
PROJ04433,CUS001860,DES144,C087,Kitchen,2024-05-10,2025-01-02,Design Phase,3949473
PROJ04434,CUS002328,DES069,C236,3BHK,2024-12-14,2025-12-10,Planning,4234490
PROJ04435,CUS004274,DES124,C165,3BHK,2024-03-05,2025-10-05,Planning,1848573
PROJ04436,CUS003120,DES142,C239,Office,2024-11-03,2025-06-16,Delayed,1471916
PROJ04437,CUS000667,DES073,C245,2BHK,2024-03-14,2025-05-16,Delayed,1202744
PROJ04438,CUS003901,DES019,C181,Villa,2024-09-24,2025-11-04,Design Phase,998582
PROJ04439,CUS003403,DES108,C013,Villa,2024-04-13,2025-03-05,Delayed,4167171
PROJ04440,CUS003129,DES048,C004,Office,01/09/2024,2025-07-22,Delayed,3706853
PROJ04441,CUS002250,DES143,C178,Villa,2024-07-01,2025-01-14,Planning,1335918
PROJ04442,CUS000877,DES079,C028,Villa,2024-05-02,2025-02-13,completed,4733901
PROJ04443,CUS003154,DES004,C093,Kitchen,2024-08-18,2025-08-18,Delayed,4461470
PROJ04444,CUS002764,DES057,C033,Kitchen,2024-03-22,2025-03-01,Completed,3703555
PROJ04445,CUS002579,DES094,C226,2BHK,2024-08-18,2025-12-02,Planning,2052594
PROJ04446,CUS000125,DES102,C051,2BHK,2024-07-20,2025-12-10,Installation,546832
PROJ04447,CUS002416,DES057,C047,2BHK,2024-07-25,2025-09-12,Completed,2817214
PROJ04448,CUS000617,DES115,C123,Office,2024-05-03,2025-10-19,Completed,1816280
PROJ04449,CUS004138,DES048,C120,Office,2024-10-02,2025-09-16,Planning,1994064
PROJ04450,CUS000596,DES084,C249,Kitchen,2024-04-06,,Installation,4049878
PROJ04451,CUS004746,DES002,C142,3BHK,2024-06-03,2025-05-14,completed,1352992
PROJ04452,CUS003509,DES038,C025,2BHK,2024-05-02,2025-08-07,completed,862258
PROJ04453,CUS003752,DES033,C156,Villa,2024-10-24,2025-10-21,Completed,2432956
PROJ04454,CUS004380,DES056,C138,2BHK,2024-02-08,2025-11-07,Completed,637355
PROJ04455,CUS004481,DES150,C163,3BHK,2024-10-08,2025-03-18,Installation,3593769
PROJ04456,CUS003806,DES141,C098,2BHK,2024-08-18,,Delayed,3068038
PROJ04457,CUS004121,DES055,C158,Kitchen,2024-04-05,2025-07-23,Completed,3691845
PROJ04458,CUS001341,DES146,C201,2BHK,2024-07-12,,Delayed,4782537
PROJ04459,CUS000574,DES104,C232,Villa,2024-07-14,2025-08-15,completed,4312319
PROJ04460,CUS003790,DES060,C186,Office,2024-01-19,2025-02-12,Completed,2184703
PROJ04461,CUS003296,DES040,C161,2BHK,2024-10-19,2025-06-06,completed,941103
PROJ04462,CUS004788,DES041,C249,2BHK,2024-10-21,,Design Phase,4367182
PROJ04463,CUS001210,DES119,C101,Kitchen,2024-02-11,2025-01-05,Design Phase,2028371
PROJ04464,CUS000552,DES035,C123,2BHK,2024-12-24,2025-08-15,Design Phase,4667312
PROJ04465,CUS000414,DES088,C162,Kitchen,2024-04-09,2025-02-20,Delayed,1445218
PROJ04466,CUS001279,DES077,C081,2BHK,2024-03-27,2025-01-23,Delayed,2103496
PROJ04467,CUS000617,DES037,C171,Kitchen,2024-01-10,2025-07-18,Completed,1282680
PROJ04468,CUS000995,DES043,C181,Office,2024-03-01,,Completed,3253362
PROJ04469,CUS000075,DES128,C170,2BHK,2024-11-03,2025-12-28,Design Phase,2644177
PROJ04470,CUS003308,DES080,C008,3BHK,07/07/2024,2025-08-07,completed,3929141
PROJ04471,CUS002008,DES032,C088,Villa,2024-04-09,,Delayed,3332213
PROJ04472,CUS002052,DES046,C205,2BHK,2024-01-27,2025-05-05,Completed,1374014
PROJ04473,CUS001661,DES109,C031,Office,2024-09-11,2025-06-04,Completed,2305835
PROJ04474,CUS004520,DES140,C208,Kitchen,2024-04-07,2025-08-01,Completed,3202961
PROJ04475,CUS001758,DES148,C094,3BHK,2024-07-15,2025-02-24,completed,2983757
PROJ04476,CUS004505,DES058,C080,Villa,2024-04-26,2025-09-18,Completed,531040
PROJ04477,CUS002182,DES024,C098,Office,2024-08-14,2025-04-17,Delayed,4094959
PROJ04478,CUS003180,DES026,C053,Kitchen,2024-08-01,2025-12-12,Delayed,287969
PROJ04479,CUS003002,DES042,C121,Villa,2024-03-27,2025-05-10,Installation,4863397
PROJ04480,CUS001434,DES055,C195,3BHK,2024-07-18,,Planning,215611
PROJ04481,CUS000795,DES036,C210,Villa,2024-07-05,2025-04-09,Design Phase,2656679
PROJ04482,CUS003178,DES144,C249,Kitchen,2024-01-03,2025-04-27,Installation,279693
PROJ04483,CUS001294,DES102,C029,Kitchen,2024-03-05,,Delayed,1820435
PROJ04484,CUS002083,DES138,C235,3BHK,2024-04-21,2025-12-13,Installation,2941900
PROJ04485,CUS003417,DES002,C214,Kitchen,2024-05-23,,Completed,577336
PROJ04486,CUS003993,DES013,C187,3BHK,2024-11-11,2025-08-07,Design Phase,3409091
PROJ04487,CUS004215,DES072,C039,3BHK,2024-10-27,2025-06-13,Planning,1783044
PROJ04488,CUS002909,DES083,C141,3BHK,2024-08-24,2025-09-04,Delayed,3067066
PROJ04489,CUS001879,DES019,C152,2BHK,2024-09-03,2025-02-05,completed,686503
PROJ04490,CUS001456,DES072,C139,Kitchen,2024-02-05,2025-09-10,Planning,721767
PROJ04491,CUS001913,DES053,C033,2BHK,2024-03-20,2025-08-01,Design Phase,403052
PROJ04492,CUS000286,DES007,C244,2BHK,2024-08-26,2025-02-16,Design Phase,2870051
PROJ04493,CUS000369,DES040,C222,Office,2024-05-21,,completed,3267359
